countyyequivalent,statename,CountyFIPS,CBSA_NAME,Micro_Metro,CSA_NAME,CBSA_FIPS,CSA_FIPS,centraloutlyingcounty
Athens County,Ohio,39009,"Athens, OH",Micro Area,"Columbus-Marion-Zanesville, OH",11900,198,Central
Auglaize County,Ohio,39011,"Wapakoneta, OH",Micro Area,"Lima-Van Wert-Celina, OH",47540,338,Central
Belmont County,Ohio,39013,"Wheeling, WV-OH",Metro Area,,48540,,Central
Brown County,Ohio,39015,"Cincinnati, OH-KY-IN",Metro Area,"Cincinnati-Wilmington, OH-KY-IN",17140,178,Outlying
Butler County,Ohio,39017,"Cincinnati, OH-KY-IN",Metro Area,"Cincinnati-Wilmington, OH-KY-IN",17140,178,Central
Carroll County,Ohio,39019,"Canton-Massillon, OH",Metro Area,"Cleveland-Akron-Canton, OH",15940,184,Outlying
Champaign County,Ohio,39021,"Urbana, OH",Micro Area,"Dayton-Springfield-Kettering, OH",46500,212,Central
Clark County,Ohio,39023,"Springfield, OH",Metro Area,"Dayton-Springfield-Kettering, OH",44220,212,Central
Clermont County,Ohio,39025,"Cincinnati, OH-KY-IN",Metro Area,"Cincinnati-Wilmington, OH-KY-IN",17140,178,Central
Clinton County,Ohio,39027,"Wilmington, OH",Micro Area,"Cincinnati-Wilmington, OH-KY-IN",48940,178,Central
Columbiana County,Ohio,39029,"Salem, OH",Micro Area,"Youngstown-Warren-Salem, OH",41400,566,Central
Coshocton County,Ohio,39031,"Coshocton, OH",Micro Area,"Cleveland-Akron-Canton, OH",18740,184,Central
Crawford County,Ohio,39033,"Bucyrus, OH",Micro Area,"Mansfield-Ashland-Bucyrus, OH",15340,360,Central
Cuyahoga County,Ohio,39035,"Cleveland, OH",Metro Area,"Cleveland-Akron-Canton, OH",17410,184,Central
Darke County,Ohio,39037,"Greenville, OH",Micro Area,"Dayton-Springfield-Kettering, OH",24820,212,Central
Defiance County,Ohio,39039,"Defiance, OH",Micro Area,,19580,,Central
Delaware County,Ohio,39041,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Central
Erie County,Ohio,39043,"Sandusky, OH",Metro Area,"Cleveland-Akron-Canton, OH",41780,184,Central
Fairfield County,Ohio,39045,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Central
Fayette County,Ohio,39047,"Washington Court House, OH",Micro Area,"Columbus-Marion-Zanesville, OH",47920,198,Central
Franklin County,Ohio,39049,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Central
Fulton County,Ohio,39051,"Toledo, OH",Metro Area,,45780,,Outlying
Gallia County,Ohio,39053,"Gallipolis, OH",Micro Area,,23680,,Central
Geauga County,Ohio,39055,"Cleveland, OH",Metro Area,"Cleveland-Akron-Canton, OH",17410,184,Central
Greene County,Ohio,39057,"Dayton-Kettering-Beavercreek, OH",Metro Area,"Dayton-Springfield-Kettering, OH",19430,212,Central
Guernsey County,Ohio,39059,"Cambridge, OH",Micro Area,"Columbus-Marion-Zanesville, OH",15740,198,Central
Hamilton County,Ohio,39061,"Cincinnati, OH-KY-IN",Metro Area,"Cincinnati-Wilmington, OH-KY-IN",17140,178,Central
Hancock County,Ohio,39063,"Findlay, OH",Micro Area,"Findlay-Tiffin, OH",22300,248,Central
Hocking County,Ohio,39073,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Outlying
Huron County,Ohio,39077,"Norwalk, OH",Micro Area,"Cleveland-Akron-Canton, OH",35940,184,Central
Jefferson County,Ohio,39081,"Weirton-Steubenville, WV-OH",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",48260,430,Central
Knox County,Ohio,39083,"Mount Vernon, OH",Micro Area,"Columbus-Marion-Zanesville, OH",34540,198,Central
Lake County,Ohio,39085,"Cleveland, OH",Metro Area,"Cleveland-Akron-Canton, OH",17410,184,Central
Lawrence County,Ohio,39087,"Huntington-Ashland, WV-KY-OH",Metro Area,"Charleston-Huntington-Ashland, WV-OH-KY",26580,170,Central
Licking County,Ohio,39089,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Outlying
Logan County,Ohio,39091,"Bellefontaine, OH",Micro Area,"Columbus-Marion-Zanesville, OH",13340,198,Central
Lorain County,Ohio,39093,"Cleveland, OH",Metro Area,"Cleveland-Akron-Canton, OH",17410,184,Outlying
Lucas County,Ohio,39095,"Toledo, OH",Metro Area,,45780,,Central
Madison County,Ohio,39097,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Outlying
Mahoning County,Ohio,39099,"Youngstown-Warren, OH",Metro Area,"Youngstown-Warren-Salem, OH",49660,566,Central
Marion County,Ohio,39101,"Marion, OH",Micro Area,"Columbus-Marion-Zanesville, OH",32020,198,Central
Medina County,Ohio,39103,"Cleveland, OH",Metro Area,"Cleveland-Akron-Canton, OH",17410,184,Central
Mercer County,Ohio,39107,"Celina, OH",Micro Area,"Lima-Van Wert-Celina, OH",16380,338,Central
Miami County,Ohio,39109,"Dayton-Kettering-Beavercreek, OH",Metro Area,"Dayton-Springfield-Kettering, OH",19430,212,Outlying
Montgomery County,Ohio,39113,"Dayton-Kettering-Beavercreek, OH",Metro Area,"Dayton-Springfield-Kettering, OH",19430,212,Central
Morrow County,Ohio,39117,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Outlying
Muskingum County,Ohio,39119,"Zanesville, OH",Micro Area,"Columbus-Marion-Zanesville, OH",49780,198,Central
Ottawa County,Ohio,39123,"Sandusky, OH",Metro Area,"Cleveland-Akron-Canton, OH",41780,184,Central
Perry County,Ohio,39127,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Outlying
Pickaway County,Ohio,39129,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Outlying
Portage County,Ohio,39133,"Akron, OH",Metro Area,"Cleveland-Akron-Canton, OH",10420,184,Central
Richland County,Ohio,39139,"Mansfield, OH",Metro Area,"Mansfield-Ashland-Bucyrus, OH",31900,360,Central
Ross County,Ohio,39141,"Chillicothe, OH",Micro Area,"Columbus-Marion-Zanesville, OH",17060,198,Central
Sandusky County,Ohio,39143,"Fremont, OH",Micro Area,"Cleveland-Akron-Canton, OH",23380,184,Central
Scioto County,Ohio,39145,"Portsmouth, OH",Micro Area,"Charleston-Huntington-Ashland, WV-OH-KY",39020,170,Central
Seneca County,Ohio,39147,"Tiffin, OH",Micro Area,"Findlay-Tiffin, OH",45660,248,Central
Shelby County,Ohio,39149,"Sidney, OH",Micro Area,"Dayton-Springfield-Kettering, OH",43380,212,Central
Stark County,Ohio,39151,"Canton-Massillon, OH",Metro Area,"Cleveland-Akron-Canton, OH",15940,184,Central
Summit County,Ohio,39153,"Akron, OH",Metro Area,"Cleveland-Akron-Canton, OH",10420,184,Central
Trumbull County,Ohio,39155,"Youngstown-Warren, OH",Metro Area,"Youngstown-Warren-Salem, OH",49660,566,Central
Tuscarawas County,Ohio,39157,"New Philadelphia-Dover, OH",Micro Area,"Cleveland-Akron-Canton, OH",35420,184,Central
Union County,Ohio,39159,"Columbus, OH",Metro Area,"Columbus-Marion-Zanesville, OH",18140,198,Outlying
Van Wert County,Ohio,39161,"Van Wert, OH",Micro Area,"Lima-Van Wert-Celina, OH",46780,338,Central
Warren County,Ohio,39165,"Cincinnati, OH-KY-IN",Metro Area,"Cincinnati-Wilmington, OH-KY-IN",17140,178,Central
Washington County,Ohio,39167,"Marietta, OH",Micro Area,"Parkersburg-Marietta-Vienna, WV-OH",31930,425,Central
Wayne County,Ohio,39169,"Wooster, OH",Micro Area,"Cleveland-Akron-Canton, OH",49300,184,Central
Wood County,Ohio,39173,"Toledo, OH",Metro Area,,45780,,Central
Beckham County,Oklahoma,40009,"Elk City, OK",Micro Area,"Weatherford-Elk City, OK",21120,555,Central
Bryan County,Oklahoma,40013,"Durant, OK",Micro Area,"Dallas-Fort Worth, TX-OK",20460,206,Central
Canadian County,Oklahoma,40017,"Oklahoma City, OK",Metro Area,"Oklahoma City-Shawnee, OK",36420,416,Central
Carter County,Oklahoma,40019,"Ardmore, OK",Micro Area,,11620,,Central
Cherokee County,Oklahoma,40021,"Tahlequah, OK",Micro Area,,45140,,Central
Cleveland County,Oklahoma,40027,"Oklahoma City, OK",Metro Area,"Oklahoma City-Shawnee, OK",36420,416,Central
Comanche County,Oklahoma,40031,"Lawton, OK",Metro Area,"Lawton-Duncan, OK",30020,334,Central
Cotton County,Oklahoma,40033,"Lawton, OK",Metro Area,"Lawton-Duncan, OK",30020,334,Outlying
Creek County,Oklahoma,40037,"Tulsa, OK",Metro Area,"Tulsa-Bartlesville-Muskogee, OK",46140,538,Central
Custer County,Oklahoma,40039,"Weatherford, OK",Micro Area,"Weatherford-Elk City, OK",48220,555,Central
Garfield County,Oklahoma,40047,"Enid, OK",Metro Area,,21420,,Central
Grady County,Oklahoma,40051,"Oklahoma City, OK",Metro Area,"Oklahoma City-Shawnee, OK",36420,416,Outlying
Jackson County,Oklahoma,40065,"Altus, OK",Micro Area,,11060,,Central
Kay County,Oklahoma,40071,"Ponca City, OK",Micro Area,,38620,,Central
Lincoln County,Oklahoma,40081,"Oklahoma City, OK",Metro Area,"Oklahoma City-Shawnee, OK",36420,416,Outlying
Logan County,Oklahoma,40083,"Oklahoma City, OK",Metro Area,"Oklahoma City-Shawnee, OK",36420,416,Central
McClain County,Oklahoma,40087,"Oklahoma City, OK",Metro Area,"Oklahoma City-Shawnee, OK",36420,416,Outlying
Muskogee County,Oklahoma,40101,"Muskogee, OK",Micro Area,"Tulsa-Bartlesville-Muskogee, OK",34780,538,Central
Oklahoma County,Oklahoma,40109,"Oklahoma City, OK",Metro Area,"Oklahoma City-Shawnee, OK",36420,416,Central
Okmulgee County,Oklahoma,40111,"Tulsa, OK",Metro Area,"Tulsa-Bartlesville-Muskogee, OK",46140,538,Outlying
Osage County,Oklahoma,40113,"Tulsa, OK",Metro Area,"Tulsa-Bartlesville-Muskogee, OK",46140,538,Central
Ottawa County,Oklahoma,40115,"Miami, OK",Micro Area,"Joplin-Miami, MO-OK-KS",33060,309,Central
Pawnee County,Oklahoma,40117,"Tulsa, OK",Metro Area,"Tulsa-Bartlesville-Muskogee, OK",46140,538,Outlying
Payne County,Oklahoma,40119,"Stillwater, OK",Micro Area,,44660,,Central
Pittsburg County,Oklahoma,40121,"McAlester, OK",Micro Area,,32540,,Central
Pontotoc County,Oklahoma,40123,"Ada, OK",Micro Area,,10220,,Central
Pottawatomie County,Oklahoma,40125,"Shawnee, OK",Micro Area,"Oklahoma City-Shawnee, OK",43060,416,Central
Rogers County,Oklahoma,40131,"Tulsa, OK",Metro Area,"Tulsa-Bartlesville-Muskogee, OK",46140,538,Outlying
Sequoyah County,Oklahoma,40135,"Fort Smith, AR-OK",Metro Area,,22900,,Outlying
Stephens County,Oklahoma,40137,"Duncan, OK",Micro Area,"Lawton-Duncan, OK",20340,334,Central
Texas County,Oklahoma,40139,"Guymon, OK",Micro Area,,25100,,Central
Tulsa County,Oklahoma,40143,"Tulsa, OK",Metro Area,"Tulsa-Bartlesville-Muskogee, OK",46140,538,Central
Wagoner County,Oklahoma,40145,"Tulsa, OK",Metro Area,"Tulsa-Bartlesville-Muskogee, OK",46140,538,Central
Washington County,Oklahoma,40147,"Bartlesville, OK",Micro Area,"Tulsa-Bartlesville-Muskogee, OK",12780,538,Central
Washita County,Oklahoma,40149,"Weatherford, OK",Micro Area,"Weatherford-Elk City, OK",48220,555,Outlying
Woodward County,Oklahoma,40153,"Woodward, OK",Micro Area,,49260,,Central
Baker County,Oregon,41001,"Baker City, OR",Micro Area,,12520,,Central
Benton County,Oregon,41003,"Corvallis, OR",Metro Area,"Portland-Vancouver-Salem, OR-WA",18700,440,Central
Clackamas County,Oregon,41005,"Portland-Vancouver-Hillsboro, OR-WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",38900,440,Central
Clatsop County,Oregon,41007,"Astoria, OR",Micro Area,,11820,,Central
Columbia County,Oregon,41009,"Portland-Vancouver-Hillsboro, OR-WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",38900,440,Outlying
Coos County,Oregon,41011,"Coos Bay-North Bend, OR",Micro Area,,18300,,Central
Crook County,Oregon,41013,"Bend, OR",Metro Area,,13460,,Outlying
Curry County,Oregon,41015,"Brookings, OR",Micro Area,"Brookings-Crescent City, OR-CA",15060,152,Central
Deschutes County,Oregon,41017,"Bend, OR",Metro Area,,13460,,Central
Douglas County,Oregon,41019,"Roseburg, OR",Micro Area,,40700,,Central
Hood River County,Oregon,41027,"Hood River, OR",Micro Area,,26220,,Central
Jackson County,Oregon,41029,"Medford, OR",Metro Area,"Medford-Grants Pass, OR",32780,366,Central
Jefferson County,Oregon,41031,"Bend, OR",Metro Area,,13460,,Outlying
Josephine County,Oregon,41033,"Grants Pass, OR",Metro Area,"Medford-Grants Pass, OR",24420,366,Central
Klamath County,Oregon,41035,"Klamath Falls, OR",Micro Area,,28900,,Central
Lane County,Oregon,41039,"Eugene-Springfield, OR",Metro Area,,21660,,Central
Lincoln County,Oregon,41041,"Newport, OR",Micro Area,,35440,,Central
Linn County,Oregon,41043,"Albany, OR",Metro Area,"Portland-Vancouver-Salem, OR-WA",10540,440,Central
Malheur County,Oregon,41045,"Ontario, OR-ID",Micro Area,"Boise City-Mountain Home-Ontario, ID-OR",36620,147,Central
Marion County,Oregon,41047,"Salem, OR",Metro Area,"Portland-Vancouver-Salem, OR-WA",41420,440,Central
Morrow County,Oregon,41049,"Hermiston-Pendleton, OR",Micro Area,,25840,,Outlying
Multnomah County,Oregon,41051,"Portland-Vancouver-Hillsboro, OR-WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",38900,440,Central
Polk County,Oregon,41053,"Salem, OR",Metro Area,"Portland-Vancouver-Salem, OR-WA",41420,440,Central
Umatilla County,Oregon,41059,"Hermiston-Pendleton, OR",Micro Area,,25840,,Central
Union County,Oregon,41061,"La Grande, OR",Micro Area,,29260,,Central
Wasco County,Oregon,41065,"The Dalles, OR",Micro Area,,45520,,Central
Washington County,Oregon,41067,"Portland-Vancouver-Hillsboro, OR-WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",38900,440,Central
Yamhill County,Oregon,41071,"Portland-Vancouver-Hillsboro, OR-WA",Metro Area,"Portland-Vancouver-Salem, OR-WA",38900,440,Outlying
Adams County,Pennsylvania,42001,"Gettysburg, PA",Metro Area,"Harrisburg-York-Lebanon, PA",23900,276,Central
Allegheny County,Pennsylvania,42003,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Central
Armstrong County,Pennsylvania,42005,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Outlying
Beaver County,Pennsylvania,42007,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Central
Berks County,Pennsylvania,42011,"Reading, PA",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",39740,428,Central
Blair County,Pennsylvania,42013,"Altoona, PA",Metro Area,"Altoona-Huntingdon, PA",11020,107,Central
Bradford County,Pennsylvania,42015,"Sayre, PA",Micro Area,,42380,,Central
Bucks County,Pennsylvania,42017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Butler County,Pennsylvania,42019,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Central
Cambria County,Pennsylvania,42021,"Johnstown, PA",Metro Area,"Johnstown-Somerset, PA",27780,306,Central
Carbon County,Pennsylvania,42025,"Allentown-Bethlehem-Easton, PA-NJ",Metro Area,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",10900,106,Outlying
Centre County,Pennsylvania,42027,"State College, PA",Metro Area,"State College-DuBois, PA",44300,524,Central
Chester County,Pennsylvania,42029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Clearfield County,Pennsylvania,42033,"DuBois, PA",Micro Area,"State College-DuBois, PA",20180,524,Central
Clinton County,Pennsylvania,42035,"Lock Haven, PA",Micro Area,"Williamsport-Lock Haven, PA",30820,558,Central
Columbia County,Pennsylvania,42037,"Bloomsburg-Berwick, PA",Micro Area,"Bloomsburg-Berwick-Sunbury, PA",14100,146,Central
Crawford County,Pennsylvania,42039,"Meadville, PA",Micro Area,"Erie-Meadville, PA",32740,240,Central
Cumberland County,Pennsylvania,42041,"Harrisburg-Carlisle, PA",Metro Area,"Harrisburg-York-Lebanon, PA",25420,276,Central
Dauphin County,Pennsylvania,42043,"Harrisburg-Carlisle, PA",Metro Area,"Harrisburg-York-Lebanon, PA",25420,276,Central
Delaware County,Pennsylvania,42045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Elk County,Pennsylvania,42047,"St. Marys, PA",Micro Area,,41260,,Central
Erie County,Pennsylvania,42049,"Erie, PA",Metro Area,"Erie-Meadville, PA",21500,240,Central
Fayette County,Pennsylvania,42051,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Outlying
Franklin County,Pennsylvania,42055,"Chambersburg, PA",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",16540,548,Central
Huntingdon County,Pennsylvania,42061,"Huntingdon, PA",Micro Area,"Altoona-Huntingdon, PA",26500,107,Central
Indiana County,Pennsylvania,42063,"Indiana, PA",Micro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",26860,430,Central
Lackawanna County,Pennsylvania,42069,"Scranton--Wilkes-Barre, PA",Metro Area,,42540,,Central
Lancaster County,Pennsylvania,42071,"Lancaster, PA",Metro Area,,29540,,Central
Lawrence County,Pennsylvania,42073,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Outlying
Lebanon County,Pennsylvania,42075,"Lebanon, PA",Metro Area,"Harrisburg-York-Lebanon, PA",30140,276,Central
Lehigh County,Pennsylvania,42077,"Allentown-Bethlehem-Easton, PA-NJ",Metro Area,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",10900,106,Central
Luzerne County,Pennsylvania,42079,"Scranton--Wilkes-Barre, PA",Metro Area,,42540,,Central
Lycoming County,Pennsylvania,42081,"Williamsport, PA",Metro Area,"Williamsport-Lock Haven, PA",48700,558,Central
McKean County,Pennsylvania,42083,"Bradford, PA",Micro Area,,14620,,Central
Mercer County,Pennsylvania,42085,"Hermitage, PA",Micro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",25850,430,Central
Mifflin County,Pennsylvania,42087,"Lewistown, PA",Micro Area,,30380,,Central
Monroe County,Pennsylvania,42089,"East Stroudsburg, PA",Micro Area,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",20700,106,Central
Montgomery County,Pennsylvania,42091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Montour County,Pennsylvania,42093,"Sunbury, PA",Micro Area,"Bloomsburg-Berwick-Sunbury, PA",44980,146,Outlying
Northampton County,Pennsylvania,42095,"Allentown-Bethlehem-Easton, PA-NJ",Metro Area,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",10900,106,Central
Northumberland County,Pennsylvania,42097,"Sunbury, PA",Micro Area,"Bloomsburg-Berwick-Sunbury, PA",44980,146,Central
Perry County,Pennsylvania,42099,"Harrisburg-Carlisle, PA",Metro Area,"Harrisburg-York-Lebanon, PA",25420,276,Outlying
Philadelphia County,Pennsylvania,42101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Pike County,Pennsylvania,42103,"Hemlock Farms, PA",Micro Area,"New York-Newark, NY-NJ-CT-PA",25770,408,Central
Schuylkill County,Pennsylvania,42107,"Pottsville, PA",Micro Area,,39060,,Central
Snyder County,Pennsylvania,42109,"Selinsgrove, PA",Micro Area,"Bloomsburg-Berwick-Sunbury, PA",42780,146,Central
Somerset County,Pennsylvania,42111,"Somerset, PA",Micro Area,"Johnstown-Somerset, PA",43740,306,Central
Union County,Pennsylvania,42119,"Lewisburg, PA",Micro Area,"Bloomsburg-Berwick-Sunbury, PA",30260,146,Central
Venango County,Pennsylvania,42121,"Oil City, PA",Micro Area,,36340,,Central
Warren County,Pennsylvania,42123,"Warren, PA",Micro Area,,47620,,Central
Washington County,Pennsylvania,42125,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Central
Westmoreland County,Pennsylvania,42129,"Pittsburgh, PA",Metro Area,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",38300,430,Central
