countyyequivalent,statename,CountyFIPS,CBSA_NAME,Micro_Metro,CSA_NAME,CBSA_FIPS,CSA_FIPS,centraloutlyingcounty
Saline County,Missouri,29195,"Marshall, MO",Micro Area,,32180,,Central
Schuyler County,Missouri,29197,"Kirksville, MO",Micro Area,,28860,,Outlying
Scott County,Missouri,29201,"Sikeston, MO",Micro Area,"Cape Girardeau-Sikeston, MO-IL",43460,164,Central
Taney County,Missouri,29213,"Branson, MO",Micro Area,,14700,,Central
Warren County,Missouri,29219,"St. Louis, MO-IL",Metro Area,"St. Louis-St. Charles-Farmington, MO-IL",41180,476,Outlying
Webster County,Missouri,29225,"Springfield, MO",Metro Area,,44180,,Outlying
St. Louis city,Missouri,29510,"St. Louis, MO-IL",Metro Area,"St. Louis-St. Charles-Farmington, MO-IL",41180,476,Central
Broadwater County,Montana,30007,"Helena, MT",Metro Area,,25740,,Outlying
Carbon County,Montana,30009,"Billings, MT",Metro Area,,13740,,Outlying
Cascade County,Montana,30013,"Great Falls, MT",Metro Area,,24500,,Central
Flathead County,Montana,30029,"Kalispell, MT",Micro Area,,28060,,Central
Gallatin County,Montana,30031,"Bozeman, MT",Metro Area,,14580,,Central
Jefferson County,Montana,30043,"Helena, MT",Metro Area,,25740,,Outlying
Lewis and Clark County,Montana,30049,"Helena, MT",Metro Area,,25740,,Central
Mineral County,Montana,30061,"Missoula, MT",Metro Area,,33540,,Outlying
Missoula County,Montana,30063,"Missoula, MT",Metro Area,,33540,,Central
Silver Bow County,Montana,30093,"Butte-Silver Bow, MT",Micro Area,,15580,,Central
Stillwater County,Montana,30095,"Billings, MT",Metro Area,,13740,,Outlying
Yellowstone County,Montana,30111,"Billings, MT",Metro Area,,13740,,Central
Adams County,Nebraska,31001,"Hastings, NE",Micro Area,,25580,,Central
Banner County,Nebraska,31007,"Scottsbluff, NE",Micro Area,,42420,,Outlying
Buffalo County,Nebraska,31019,"Kearney, NE",Micro Area,,28260,,Central
Cass County,Nebraska,31025,"Omaha, NE-IA",Metro Area,"Omaha-Fremont, NE-IA",36540,420,Outlying
Clay County,Nebraska,31035,"Hastings, NE",Micro Area,,25580,,Outlying
Colfax County,Nebraska,31037,"Columbus, NE",Micro Area,,18100,,Outlying
Dakota County,Nebraska,31043,"Sioux City, IA-NE-SD",Metro Area,"Sioux City-Le Mars, IA-NE-SD",43580,512,Central
Dawson County,Nebraska,31047,"Lexington, NE",Micro Area,,30420,,Central
Dodge County,Nebraska,31053,"Fremont, NE",Micro Area,"Omaha-Fremont, NE-IA",23340,420,Central
Douglas County,Nebraska,31055,"Omaha, NE-IA",Metro Area,"Omaha-Fremont, NE-IA",36540,420,Central
Gage County,Nebraska,31067,"Beatrice, NE",Micro Area,"Lincoln-Beatrice, NE",13100,339,Central
Gosper County,Nebraska,31073,"Lexington, NE",Micro Area,,30420,,Outlying
Hall County,Nebraska,31079,"Grand Island, NE",Metro Area,,24260,,Central
Howard County,Nebraska,31093,"Grand Island, NE",Metro Area,,24260,,Outlying
Kearney County,Nebraska,31099,"Kearney, NE",Micro Area,,28260,,Outlying
Lancaster County,Nebraska,31109,"Lincoln, NE",Metro Area,"Lincoln-Beatrice, NE",30700,339,Central
Lincoln County,Nebraska,31111,"North Platte, NE",Micro Area,,35820,,Central
Logan County,Nebraska,31113,"North Platte, NE",Micro Area,,35820,,Outlying
Madison County,Nebraska,31119,"Norfolk, NE",Micro Area,,35740,,Central
Merrick County,Nebraska,31121,"Grand Island, NE",Metro Area,,24260,,Outlying
Pierce County,Nebraska,31139,"Norfolk, NE",Micro Area,,35740,,Outlying
Platte County,Nebraska,31141,"Columbus, NE",Micro Area,,18100,,Central
Sarpy County,Nebraska,31153,"Omaha, NE-IA",Metro Area,"Omaha-Fremont, NE-IA",36540,420,Central
Saunders County,Nebraska,31155,"Omaha, NE-IA",Metro Area,"Omaha-Fremont, NE-IA",36540,420,Outlying
Scotts Bluff County,Nebraska,31157,"Scottsbluff, NE",Micro Area,,42420,,Central
Seward County,Nebraska,31159,"Lincoln, NE",Metro Area,"Lincoln-Beatrice, NE",30700,339,Outlying
Stanton County,Nebraska,31167,"Norfolk, NE",Micro Area,,35740,,Outlying
Washington County,Nebraska,31177,"Omaha, NE-IA",Metro Area,"Omaha-Fremont, NE-IA",36540,420,Outlying
Webster County,Nebraska,31181,"Hastings, NE",Micro Area,,25580,,Outlying
Churchill County,Nevada,32001,"Fallon, NV",Micro Area,"Reno-Carson City-Gardnerville Ranchos, NV-CA",21980,456,Central
Clark County,Nevada,32003,"Las Vegas-Henderson-North Las Vegas, NV",Metro Area,"Las Vegas-Henderson, NV",29820,332,Central
Douglas County,Nevada,32005,"Gardnerville Ranchos, NV-CA",Micro Area,"Reno-Carson City-Gardnerville Ranchos, NV-CA",23820,456,Central
Elko County,Nevada,32007,"Elko, NV",Micro Area,,21220,,Central
Eureka County,Nevada,32011,"Elko, NV",Micro Area,,21220,,Outlying
Humboldt County,Nevada,32013,"Winnemucca, NV",Micro Area,,49080,,Central
Lyon County,Nevada,32019,"Reno, NV",Metro Area,"Reno-Carson City-Gardnerville Ranchos, NV-CA",39900,456,Outlying
Nye County,Nevada,32023,"Pahrump, NV",Micro Area,"Las Vegas-Henderson, NV",37220,332,Central
Storey County,Nevada,32029,"Reno, NV",Metro Area,"Reno-Carson City-Gardnerville Ranchos, NV-CA",39900,456,Outlying
Washoe County,Nevada,32031,"Reno, NV",Metro Area,"Reno-Carson City-Gardnerville Ranchos, NV-CA",39900,456,Central
Carson City,Nevada,32510,"Carson City, NV",Metro Area,"Reno-Carson City-Gardnerville Ranchos, NV-CA",16180,456,Central
Belknap County,New Hampshire,33001,"Laconia, NH",Micro Area,"Boston-Worcester-Providence, MA-RI-NH",29060,148,Central
Cheshire County,New Hampshire,33005,"Keene, NH",Micro Area,"Keene-Brattleboro, NH-VT",28300,313,Central
Grafton County,New Hampshire,33009,"Lebanon-Claremont, NH-VT",Micro Area,,30150,,Central
Hillsborough County,New Hampshire,33011,"Manchester-Nashua, NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",31700,148,Central
Merrimack County,New Hampshire,33013,"Concord, NH",Micro Area,"Boston-Worcester-Providence, MA-RI-NH",18180,148,Central
Rockingham County,New Hampshire,33015,"Boston-Cambridge-Newton, MA-NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",14460,148,Central
Strafford County,New Hampshire,33017,"Boston-Cambridge-Newton, MA-NH",Metro Area,"Boston-Worcester-Providence, MA-RI-NH",14460,148,Outlying
Sullivan County,New Hampshire,33019,"Lebanon-Claremont, NH-VT",Micro Area,,30150,,Outlying
Atlantic County,New Jersey,34001,"Atlantic City-Hammonton, NJ",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",12100,428,Central
Bergen County,New Jersey,34003,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Burlington County,New Jersey,34005,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Camden County,New Jersey,34007,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Cape May County,New Jersey,34009,"Atlantic City-Hammonton, NJ",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",12100,428,Central
Cumberland County,New Jersey,34011,"Vineland, NJ",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",47220,428,Central
Essex County,New Jersey,34013,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Gloucester County,New Jersey,34015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Hudson County,New Jersey,34017,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Hunterdon County,New Jersey,34019,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Outlying
Mercer County,New Jersey,34021,"Trenton-Princeton, NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",45940,408,Central
Middlesex County,New Jersey,34023,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Monmouth County,New Jersey,34025,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Morris County,New Jersey,34027,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Ocean County,New Jersey,34029,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Passaic County,New Jersey,34031,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Salem County,New Jersey,34033,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",37980,428,Central
Somerset County,New Jersey,34035,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Sussex County,New Jersey,34037,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Outlying
Union County,New Jersey,34039,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Warren County,New Jersey,34041,"Allentown-Bethlehem-Easton, PA-NJ",Metro Area,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",10900,106,Central
Bernalillo County,New Mexico,35001,"Albuquerque, NM",Metro Area,"Albuquerque-Santa Fe-Los Alamos, NM",10740,105,Central
Chaves County,New Mexico,35005,"Roswell, NM",Micro Area,,40740,,Central
Curry County,New Mexico,35009,"Clovis, NM",Micro Area,,17580,,Central
Doña Ana County,New Mexico,35013,"Las Cruces, NM",Metro Area,"El Paso-Las Cruces, TX-NM",29740,238,Central
Eddy County,New Mexico,35015,"Carlsbad-Artesia, NM",Micro Area,,16100,,Central
Grant County,New Mexico,35017,"Silver City, NM",Micro Area,,43500,,Central
Lea County,New Mexico,35025,"Hobbs, NM",Micro Area,,26020,,Central
Lincoln County,New Mexico,35027,"Ruidoso, NM",Micro Area,,40760,,Central
Los Alamos County,New Mexico,35028,"Los Alamos, NM",Micro Area,"Albuquerque-Santa Fe-Los Alamos, NM",31060,105,Central
Luna County,New Mexico,35029,"Deming, NM",Micro Area,,19700,,Central
McKinley County,New Mexico,35031,"Gallup, NM",Micro Area,,23700,,Central
Mora County,New Mexico,35033,"Las Vegas, NM",Micro Area,"Albuquerque-Santa Fe-Los Alamos, NM",29780,105,Outlying
Otero County,New Mexico,35035,"Alamogordo, NM",Micro Area,,10460,,Central
Rio Arriba County,New Mexico,35039,"Española, NM",Micro Area,"Albuquerque-Santa Fe-Los Alamos, NM",21580,105,Central
Roosevelt County,New Mexico,35041,"Clovis, NM",Micro Area,,17580,,Outlying
Sandoval County,New Mexico,35043,"Albuquerque, NM",Metro Area,"Albuquerque-Santa Fe-Los Alamos, NM",10740,105,Central
San Juan County,New Mexico,35045,"Farmington, NM",Metro Area,,22140,,Central
San Miguel County,New Mexico,35047,"Las Vegas, NM",Micro Area,"Albuquerque-Santa Fe-Los Alamos, NM",29780,105,Central
Santa Fe County,New Mexico,35049,"Santa Fe, NM",Metro Area,"Albuquerque-Santa Fe-Los Alamos, NM",42140,105,Central
Taos County,New Mexico,35055,"Taos, NM",Micro Area,,45340,,Central
Torrance County,New Mexico,35057,"Albuquerque, NM",Metro Area,"Albuquerque-Santa Fe-Los Alamos, NM",10740,105,Outlying
Valencia County,New Mexico,35061,"Albuquerque, NM",Metro Area,"Albuquerque-Santa Fe-Los Alamos, NM",10740,105,Outlying
Albany County,New York,36001,"Albany-Schenectady-Troy, NY",Metro Area,"Albany-Schenectady, NY",10580,104,Central
Bronx County,New York,36005,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Broome County,New York,36007,"Binghamton, NY",Metro Area,,13780,,Central
Cattaraugus County,New York,36009,"Olean, NY",Micro Area,"Buffalo-Cheektowaga-Olean, NY",36460,160,Central
Cayuga County,New York,36011,"Auburn, NY",Micro Area,"Syracuse-Auburn, NY",12180,532,Central
Chautauqua County,New York,36013,"Jamestown-Dunkirk, NY",Micro Area,,27460,,Central
Chemung County,New York,36015,"Elmira, NY",Metro Area,"Elmira-Corning, NY",21300,236,Central
Clinton County,New York,36019,"Plattsburgh, NY",Micro Area,,38460,,Central
Columbia County,New York,36021,"Hudson, NY",Micro Area,"Albany-Schenectady, NY",26460,104,Central
Cortland County,New York,36023,"Cortland, NY",Micro Area,"Ithaca-Cortland, NY",18660,296,Central
Dutchess County,New York,36027,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metro Area,"New York-Newark, NY-NJ-CT-PA",28880,408,Central
Erie County,New York,36029,"Buffalo-Cheektowaga, NY",Metro Area,"Buffalo-Cheektowaga-Olean, NY",15380,160,Central
Fulton County,New York,36035,"Gloversville, NY",Micro Area,"Albany-Schenectady, NY",24100,104,Central
Genesee County,New York,36037,"Batavia, NY",Micro Area,"Rochester-Batavia-Seneca Falls, NY",12860,464,Central
Herkimer County,New York,36043,"Utica-Rome, NY",Metro Area,,46540,,Outlying
Jefferson County,New York,36045,"Watertown-Fort Drum, NY",Metro Area,,48060,,Central
Kings County,New York,36047,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Livingston County,New York,36051,"Rochester, NY",Metro Area,"Rochester-Batavia-Seneca Falls, NY",40380,464,Outlying
Madison County,New York,36053,"Syracuse, NY",Metro Area,"Syracuse-Auburn, NY",45060,532,Outlying
Monroe County,New York,36055,"Rochester, NY",Metro Area,"Rochester-Batavia-Seneca Falls, NY",40380,464,Central
Montgomery County,New York,36057,"Amsterdam, NY",Micro Area,"Albany-Schenectady, NY",11220,104,Central
Nassau County,New York,36059,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
New York County,New York,36061,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Niagara County,New York,36063,"Buffalo-Cheektowaga, NY",Metro Area,"Buffalo-Cheektowaga-Olean, NY",15380,160,Central
Oneida County,New York,36065,"Utica-Rome, NY",Metro Area,,46540,,Central
Onondaga County,New York,36067,"Syracuse, NY",Metro Area,"Syracuse-Auburn, NY",45060,532,Central
Ontario County,New York,36069,"Rochester, NY",Metro Area,"Rochester-Batavia-Seneca Falls, NY",40380,464,Central
Orange County,New York,36071,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metro Area,"New York-Newark, NY-NJ-CT-PA",28880,408,Central
Orleans County,New York,36073,"Rochester, NY",Metro Area,"Rochester-Batavia-Seneca Falls, NY",40380,464,Outlying
Oswego County,New York,36075,"Syracuse, NY",Metro Area,"Syracuse-Auburn, NY",45060,532,Outlying
Otsego County,New York,36077,"Oneonta, NY",Micro Area,,36580,,Central
Putnam County,New York,36079,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Queens County,New York,36081,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Rensselaer County,New York,36083,"Albany-Schenectady-Troy, NY",Metro Area,"Albany-Schenectady, NY",10580,104,Central
Richmond County,New York,36085,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Rockland County,New York,36087,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
St. Lawrence County,New York,36089,"Massena-Ogdensburg, NY",Micro Area,,32390,,Central
Saratoga County,New York,36091,"Albany-Schenectady-Troy, NY",Metro Area,"Albany-Schenectady, NY",10580,104,Outlying
Schenectady County,New York,36093,"Albany-Schenectady-Troy, NY",Metro Area,"Albany-Schenectady, NY",10580,104,Central
Schoharie County,New York,36095,"Albany-Schenectady-Troy, NY",Metro Area,"Albany-Schenectady, NY",10580,104,Outlying
Seneca County,New York,36099,"Seneca Falls, NY",Micro Area,"Rochester-Batavia-Seneca Falls, NY",42900,464,Central
Steuben County,New York,36101,"Corning, NY",Micro Area,"Elmira-Corning, NY",18500,236,Central
Suffolk County,New York,36103,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Sullivan County,New York,36105,"Monticello, NY",Micro Area,"New York-Newark, NY-NJ-CT-PA",33910,408,Central
Tioga County,New York,36107,"Binghamton, NY",Metro Area,,13780,,Central
Tompkins County,New York,36109,"Ithaca, NY",Metro Area,"Ithaca-Cortland, NY",27060,296,Central
Ulster County,New York,36111,"Kingston, NY",Metro Area,"New York-Newark, NY-NJ-CT-PA",28740,408,Central
Warren County,New York,36113,"Glens Falls, NY",Metro Area,"Albany-Schenectady, NY",24020,104,Central
Washington County,New York,36115,"Glens Falls, NY",Metro Area,"Albany-Schenectady, NY",24020,104,Central
Wayne County,New York,36117,"Rochester, NY",Metro Area,"Rochester-Batavia-Seneca Falls, NY",40380,464,Outlying
Westchester County,New York,36119,"New York-Newark-Jersey City, NY-NJ",Metro Area,"New York-Newark, NY-NJ-CT-PA",35620,408,Central
Alamance County,North Carolina,37001,"Burlington, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",15500,268,Central
Alexander County,North Carolina,37003,"Hickory-Lenoir-Morganton, NC",Metro Area,"Charlotte-Concord, NC-SC",25860,172,Outlying
Anson County,North Carolina,37007,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Outlying
Beaufort County,North Carolina,37013,"Washington, NC",Micro Area,"Greenville-Washington, NC",47820,274,Central
Brunswick County,North Carolina,37019,"Wilmington, NC",Metro Area,,48900,,Central
Buncombe County,North Carolina,37021,"Asheville, NC",Metro Area,"Asheville-Waynesville-Brevard, NC",11700,120,Central
Burke County,North Carolina,37023,"Hickory-Lenoir-Morganton, NC",Metro Area,"Charlotte-Concord, NC-SC",25860,172,Central
Cabarrus County,North Carolina,37025,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Outlying
Caldwell County,North Carolina,37027,"Hickory-Lenoir-Morganton, NC",Metro Area,"Charlotte-Concord, NC-SC",25860,172,Central
Camden County,North Carolina,37029,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
Carteret County,North Carolina,37031,"Morehead City, NC",Micro Area,"New Bern-Morehead City, NC",33980,404,Central
Catawba County,North Carolina,37035,"Hickory-Lenoir-Morganton, NC",Metro Area,"Charlotte-Concord, NC-SC",25860,172,Central
Chatham County,North Carolina,37037,"Durham-Chapel Hill, NC",Metro Area,"Raleigh-Durham-Cary, NC",20500,450,Central
Cleveland County,North Carolina,37045,"Shelby-Kings Mountain, NC",Micro Area,"Charlotte-Concord, NC-SC",43140,172,Central
Craven County,North Carolina,37049,"New Bern, NC",Micro Area,"New Bern-Morehead City, NC",35100,404,Central
Cumberland County,North Carolina,37051,"Fayetteville, NC",Metro Area,"Fayetteville-Lumberton-Pinehurst, NC",22180,246,Central
Currituck County,North Carolina,37053,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
Dare County,North Carolina,37055,"Kill Devil Hills, NC",Micro Area,"Virginia Beach-Chesapeake, VA-NC",28620,545,Central
Davidson County,North Carolina,37057,"Winston-Salem, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",49180,268,Central
Davie County,North Carolina,37059,"Winston-Salem, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",49180,268,Central
Durham County,North Carolina,37063,"Durham-Chapel Hill, NC",Metro Area,"Raleigh-Durham-Cary, NC",20500,450,Central
Edgecombe County,North Carolina,37065,"Rocky Mount, NC",Metro Area,"Rocky Mount-Wilson-Roanoke Rapids, NC",40580,468,Central
Forsyth County,North Carolina,37067,"Winston-Salem, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",49180,268,Central
Franklin County,North Carolina,37069,"Raleigh-Cary, NC",Metro Area,"Raleigh-Durham-Cary, NC",39580,450,Central
Gaston County,North Carolina,37071,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Outlying
Gates County,North Carolina,37073,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
Guilford County,North Carolina,37081,"Greensboro-High Point, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",24660,268,Central
Halifax County,North Carolina,37083,"Roanoke Rapids, NC",Micro Area,"Rocky Mount-Wilson-Roanoke Rapids, NC",40260,468,Central
Harnett County,North Carolina,37085,"Anderson Creek, NC",Micro Area,"Raleigh-Durham-Cary, NC",11360,450,Central
Haywood County,North Carolina,37087,"Waynesville, NC",Micro Area,"Asheville-Waynesville-Brevard, NC",48200,120,Central
Henderson County,North Carolina,37089,"Asheville, NC",Metro Area,"Asheville-Waynesville-Brevard, NC",11700,120,Central
Hoke County,North Carolina,37093,"Fayetteville, NC",Metro Area,"Fayetteville-Lumberton-Pinehurst, NC",22180,246,Central
Iredell County,North Carolina,37097,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Central
Johnston County,North Carolina,37101,"Raleigh-Cary, NC",Metro Area,"Raleigh-Durham-Cary, NC",39580,450,Outlying
Jones County,North Carolina,37103,"New Bern, NC",Micro Area,"New Bern-Morehead City, NC",35100,404,Outlying
Lee County,North Carolina,37105,"Sanford, NC",Micro Area,"Raleigh-Durham-Cary, NC",41820,450,Central
Lenoir County,North Carolina,37107,"Kinston, NC",Micro Area,,28820,,Central
Lincoln County,North Carolina,37109,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Outlying
McDowell County,North Carolina,37111,"Marion, NC",Micro Area,"Charlotte-Concord, NC-SC",32000,172,Central
Madison County,North Carolina,37115,"Asheville, NC",Metro Area,"Asheville-Waynesville-Brevard, NC",11700,120,Outlying
Mecklenburg County,North Carolina,37119,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Central
Moore County,North Carolina,37125,"Pinehurst-Southern Pines, NC",Metro Area,"Fayetteville-Lumberton-Pinehurst, NC",38240,246,Central
Nash County,North Carolina,37127,"Rocky Mount, NC",Metro Area,"Rocky Mount-Wilson-Roanoke Rapids, NC",40580,468,Central
New Hanover County,North Carolina,37129,"Wilmington, NC",Metro Area,,48900,,Central
Northampton County,North Carolina,37131,"Roanoke Rapids, NC",Micro Area,"Rocky Mount-Wilson-Roanoke Rapids, NC",40260,468,Outlying
Onslow County,North Carolina,37133,"Jacksonville, NC",Metro Area,,27340,,Central
Orange County,North Carolina,37135,"Durham-Chapel Hill, NC",Metro Area,"Raleigh-Durham-Cary, NC",20500,450,Central
Pamlico County,North Carolina,37137,"New Bern, NC",Micro Area,"New Bern-Morehead City, NC",35100,404,Outlying
Pasquotank County,North Carolina,37139,"Elizabeth City, NC",Micro Area,"Virginia Beach-Chesapeake, VA-NC",21020,545,Central
Pender County,North Carolina,37141,"Wilmington, NC",Metro Area,,48900,,Outlying
Person County,North Carolina,37145,"Durham-Chapel Hill, NC",Metro Area,"Raleigh-Durham-Cary, NC",20500,450,Outlying
Pitt County,North Carolina,37147,"Greenville, NC",Metro Area,"Greenville-Washington, NC",24780,274,Central
Randolph County,North Carolina,37151,"Greensboro-High Point, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",24660,268,Outlying
Richmond County,North Carolina,37153,"Rockingham, NC",Micro Area,"Fayetteville-Lumberton-Pinehurst, NC",40460,246,Central
Robeson County,North Carolina,37155,"Lumberton, NC",Micro Area,"Fayetteville-Lumberton-Pinehurst, NC",31300,246,Central
Rockingham County,North Carolina,37157,"Greensboro-High Point, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",24660,268,Outlying
Rowan County,North Carolina,37159,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Outlying
Rutherford County,North Carolina,37161,"Forest City, NC",Micro Area,,22580,,Central
Scotland County,North Carolina,37165,"Laurinburg, NC",Micro Area,"Fayetteville-Lumberton-Pinehurst, NC",29900,246,Central
Stanly County,North Carolina,37167,"Albemarle, NC",Micro Area,"Charlotte-Concord, NC-SC",10620,172,Central
Stokes County,North Carolina,37169,"Winston-Salem, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",49180,268,Central
Surry County,North Carolina,37171,"Mount Airy, NC",Micro Area,"Greensboro--Winston-Salem--High Point, NC",34340,268,Central
Transylvania County,North Carolina,37175,"Brevard, NC",Micro Area,"Asheville-Waynesville-Brevard, NC",14820,120,Central
Union County,North Carolina,37179,"Charlotte-Concord-Gastonia, NC-SC",Metro Area,"Charlotte-Concord, NC-SC",16740,172,Central
Vance County,North Carolina,37181,"Henderson, NC",Micro Area,"Raleigh-Durham-Cary, NC",25780,450,Central
Wake County,North Carolina,37183,"Raleigh-Cary, NC",Metro Area,"Raleigh-Durham-Cary, NC",39580,450,Central
Watauga County,North Carolina,37189,"Boone, NC",Micro Area,,14380,,Central
Wayne County,North Carolina,37191,"Goldsboro, NC",Metro Area,,24140,,Central
Wilkes County,North Carolina,37193,"North Wilkesboro, NC",Micro Area,,35900,,Central
Wilson County,North Carolina,37195,"Wilson, NC",Micro Area,"Rocky Mount-Wilson-Roanoke Rapids, NC",48980,468,Central
Yadkin County,North Carolina,37197,"Winston-Salem, NC",Metro Area,"Greensboro--Winston-Salem--High Point, NC",49180,268,Outlying
Billings County,North Dakota,38007,"Dickinson, ND",Micro Area,,19860,,Outlying
Burleigh County,North Dakota,38015,"Bismarck, ND",Metro Area,,13900,,Central
Cass County,North Dakota,38017,"Fargo, ND-MN",Metro Area,"Fargo-Wahpeton, ND-MN",22020,244,Central
Dunn County,North Dakota,38025,"Dickinson, ND",Micro Area,,19860,,Outlying
Grand Forks County,North Dakota,38035,"Grand Forks, ND-MN",Metro Area,,24220,,Central
McHenry County,North Dakota,38049,"Minot, ND",Metro Area,,33500,,Outlying
Morton County,North Dakota,38059,"Bismarck, ND",Metro Area,,13900,,Central
Oliver County,North Dakota,38065,"Bismarck, ND",Metro Area,,13900,,Outlying
Renville County,North Dakota,38075,"Minot, ND",Metro Area,,33500,,Outlying
Richland County,North Dakota,38077,"Wahpeton, ND-MN",Micro Area,"Fargo-Wahpeton, ND-MN",47420,244,Central
Stark County,North Dakota,38089,"Dickinson, ND",Micro Area,,19860,,Central
Stutsman County,North Dakota,38093,"Jamestown, ND",Micro Area,,27420,,Central
Ward County,North Dakota,38101,"Minot, ND",Metro Area,,33500,,Central
Williams County,North Dakota,38105,"Williston, ND",Micro Area,,48780,,Central
Allen County,Ohio,39003,"Lima, OH",Metro Area,"Lima-Van Wert-Celina, OH",30620,338,Central
Ashland County,Ohio,39005,"Ashland, OH",Micro Area,"Mansfield-Ashland-Bucyrus, OH",11740,360,Central
Ashtabula County,Ohio,39007,"Cleveland, OH",Metro Area,"Cleveland-Akron-Canton, OH",17410,184,Outlying
