tractid,inst_street_address,org_name,lat,lon
24031700901,"155 GIBBS ST, UNIT 537","PediaMetrix, Inc.",39.08677,-77.15178
24031701205,6120 EXECUTIVE BLVD STE 725,Society For Developmental Biol,39.04779,-77.12751
24031701205,6120 EXECUTIVE BLVD STE 550,Genetics Society of America,39.04779,-77.12751
24031701219,12358 PARKLAWN DR STE 280,HERMES LIFE SCIENCES LTD,39.05979,-77.11183
24031701001,26 HOLLYBERRY CT,"SEETRUE TECHNOLOGY, LLC",39.05801,-77.14381
24031701205,6120 EXECUTIVE BLVD,American Society for Biochemistry and Molecular Biology,39.04774,-77.12742
24031701219,5640 FISHERS LANE,LIATRIS INC.,39.06235,-77.1159
24031700904,12300 TWINBROOK PKWY STE 235,Child Trends Inc,39.0591,-77.12012
24031701007,1600 RESEARCH BLVD,Westat Inc,39.09466,-77.18177
24031701205,6120 EXECUTIVE BLVD STE 750,American Society For Cell Biology,39.04774,-77.12742
24031701007,1 RESEARCH CT,VIRTUAL APPRENTICE LLC,39.10652,-77.18514
24031701219,12156 PARKLAWN DR,ALIENBYTE SCIENTIFIC SOFTWARE INC,39.0567,-77.11032
24031700838,9221 CORPORATE BLVD,Montgomery College,39.10937,-77.19075
24031701205,6120 EXECUTIVE BLVD STE 575,American Physiological Society,39.04774,-77.12742
24031700902,112 FREDERICK AVE STE B,NEXTGLASS LLC,39.09465,-77.15133
24031701005,707 ANDERSON AVE,LENSGUIDE IMAGING TECHNOLOGY INC,39.08713,-77.16801
24031701425,12020 SWALLOW FALLS CT,"CIRCLEIN, INC.",39.0522,-76.9525
24031702501,1315 East West Highway,NOAA,38.99235,-77.03048
24031702502,962 WAYNE AVE,"Center for Disease Dynamics, Economics & Policy",38.99425,-77.02601
24031702501,1100 WAYNE AVE STE 1100,Nexight Group LLC,38.99421,-77.02847
24031702501,1305 E WEST HWY 10 FL,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,38.99182,-77.02996
24031703000,10010 PORTLAND PL,TAUMAT LLC,39.01984,-77.02616
24031702501,8070 GEORGIA AVE STE 304,MAIN ENGINEERING LLC,38.98938,-77.02708
24031701701,,"Hoover, William Floyd",38.97974,-77.00463
24031701900,7804 GARLAND AVE,OTHERWORDLY LLC,38.98757,-76.99781
24033800410,14000 JERICHO PARK RD,Bowie State University,39.01927,-76.75935
24003751500,,"Maher, Zachary K",39.09381,-76.79136
24003701400,645 CONTEES WHARF RD,Chesapeake Research Consortium Inc,38.88819,-76.55398
24003740602,Attn:  IE15,Defense Information Systems Agency,39.10896,-76.7452
24003740603,9800 Savage Road,National Security Agency,39.11159,-76.77107
24017850600,8730 MITCHELL RD,College of Southern Maryland,38.55761,-77.01591
24037876200,18952 E FISHER RD,St Mary's College of Maryland,38.19062,-76.42956
24009861100,,"Dawkins, Aleyah",38.47429,-76.50634
24033803513,301 LARGO RD,Prince George's Community College,38.88676,-76.82668
24017850712,3929 SHAFTSBURY CT,"GPRA Strategic Management, Inc.",38.61657,-77.03006
24021766800,16300 OLD EMMITSBURG RD,Mount St. Mary's University,39.68327,-77.35245
24021751201,7932 OPOSSUMTOWN PIKE,Frederick Community College,39.45143,-77.41757
24021750600,401 ROSEMONT AVENUE,Hood College,39.42217,-77.42036
24021752302,4359 METROPOLITAN CT # 260,"NANOCRINE, INC.",39.35598,-77.41615
24021751201,P.O. Box B Building 567 Rm 152,National Cancer Institute,39.4519,-77.41847
24021751003,321 BALLENGER CENTER DR STE 125,CARRTECH LLC,39.3966,-77.43461
24001001800,,"DeSimone, Joely",39.65787,-78.92871
24031700706,100 BUREAU DRIVE STOP 1070,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,39.14487,-77.21666
24031700725,200 GIRARD ST STE 200,"SILVEC BIOLOGICS, INC.",39.14106,-77.18372
24031700706,100 Bureau Dr Bldg 101,NIST/Center for Atomic Molecular and Optical Physics,39.14487,-77.21666
24031700206,24225 WELSH RD,VORTEX SPACE SYSTEMS LLC,39.25433,-77.20353
24031700815,18805 LAKE PLACID LN,"MEDAPPTIC, LLC",39.16507,-77.2769
24031700830,20271 GOLDENROD LN STE 2097,"3I Diagnostics, Inc.",39.18688,-77.25039
24021752101,11145 WINDSOR RD,"EMANATE WIRELESS, INC.",39.32044,-77.27906
24021751801,,"Moss, Jeanette B",39.3827,-77.27546
24043011600,17590 MILLERS SAWMILL RD,CORNERSTONE GENOMICS LLC,39.441160000000004,-77.76232
24033980000,3300 METZEROTT RD # 2C,University System of Maryland,39.00474,-76.95418
24033800216,12511 RUSTIC ROCK LN,"YEBOAH, AMY",39.06234,-76.87986
24033980000,3112 LEE BUILDING,"University of Maryland, College Park",38.98539,-76.9395
24033980000,4467 TECHNOLOGY DRIVE RM 3125,"AmpX Technologies, Inc.",38.99251,-76.93852
24033807102,1 PHYSICS ELLIPSE FL 5,American Association of Physics Teachers,38.97155,-76.92997
24033980000,,"Scalise, Nicole Rose",38.99085,-76.94414
24033807102,ONE PHYSICS ELL IPSE,American Physical Society,38.96979,-76.92856
24033807102,5145 CAMPUS DR,"AIRGILITY, INC.",38.97689,-76.92494
24033807301,,"Juno, James L",39.00269,-76.9355
24033807301,,Haghnegahdar            Mojhgan,39.00269,-76.9355
24033980000,,"Dottin, James Wosley",38.99085,-76.94414
24033980000,8601 ADELPHI RD STE 4200,National Archives and Records Administration,39.00112,-76.95942
24033980000,,"Levy, Rebecca",38.99085,-76.94414
24033980000,,"Lewis, Margaret",38.99085,-76.94414
24033980000,4467 TECHNOLOGY DR,"INCEPTION ROBOTICS, LLC",38.99251,-76.93852
24033807102,1 PHYSICS ELLIPSE,American Institute of Physics,38.97155,-76.92997
24033980000,,"Hoganson, Hannah Lynn",38.99085,-76.94414
24033807000,7761 DIAMONDBACK RD,"ENGINEERING FOR US ALL, INC.",38.98582,-76.93455
24033806712,8800 GREENBELT RD,NASA/GODDARD SPACE FLIGHT CENTER,38.99308,-76.85327
24033806400,,"Parekh, Shalin",38.97322,-76.94702
24033805904,,"Porras, Antonio Jose",38.99635,-76.97007
24033800105,,Peredo                  Carlos         M,39.10437,-76.88363
24033800217,11301 SPRINGFIELD RD,CAPITOL TECHNOLOGY UNIVERSITY,39.04626,-76.8512
24033802002,Federal Office Bldg 3,BUREAU OF THE CENSUS,38.84853,-76.92404
24005451803,634 KITTENDALE CIR,LASARRUS CLINIC AND RESEARCH CENTER,39.32914,-76.38614
24510271101,4501 N CHARLES ST,"Loyola University Maryland, Inc.",39.34622,-76.62134
24510130803,4122 FALLS ROAD,MALCOVA LLC,39.338,-76.6379
24005491000,634 REGESTER AVE,"CURIEDX, INC",39.37789,-76.60375
24510271400,4203 SOMERSET PLACE,"SONOVANCE, INC.",39.34137,-76.63158
24005403802,3402 BIRCH HOLLOW RD,"AIDAR HEALTH, INC",39.39976,-76.70605
24005403801,1525 GREENSPRING VALLEY RD,Stevenson University,39.42154,-76.70196
24013505203,6935 WARFIELD AVE,"Zeteo Tech, Inc.",39.37669,-76.96093
24005490605,8000 YORK RD,Towson University,39.39492,-76.60531
24005490500,,"Figueroa-Cuilan, Wanda Melissa",39.40757,-76.6355
24005490500,,"Donald, Marion",39.40757,-76.6355
24005490400,3 RUXTON GREEN CT,"BONDTRUE, LLC",39.40802,-76.65659
24005490800,403 FAR HILLS CT,PZA INNOVATION LLC,39.39199,-76.59211
24013507500,2 COLLEGE HL,McDaniel College,39.58583,-77.00322
24510120202,3400 N CHARLES ST,Johns Hopkins University,39.32968,-76.6191
24005492500,1000 HILLTOP CIR,University of Maryland Baltimore County,39.2581,-76.7087
24510030200,8 MARKET PL STE 300,Spine Align LLC,39.28364,-76.60032
24510270902,1700 E COLD SPRING LN,Morgan State University,39.34599,-76.58205
24510090300,,"Cape, Joshua",39.33221,-76.60083
24510130804,,Musz                    Elizabeth,39.32895,-76.63838
24510070400,1812 ASHLAND AVE,"Oncospace, Inc.",39.30098,-76.5919
24510210200,1300 BAYARD ST,MINNOWTECH LLC,39.27841,-76.63581
24510040100,300 W PRATT ST STE 200,"PNEUMICO, LLC",39.2867,-76.6197
24510150400,2500 W NORTH AVE,Coppin State University,39.31261,-76.6579
24510120600,115 W 29TH ST,PNEUMONIX MEDICAL INC.,39.32298,-76.61925
24510230300,101 W DICKMAN ST,"EYEDEA MEDICAL, INC",39.26331,-76.61618
24510040100,300 W PRATT ST,"NEUROSONICS MEDICAL, INC.",39.2867,-76.6197
24510040200,220 ARCH ST OFC LEVEL2,University of Maryland at Baltimore,39.29295,-76.6247
24510090300,,"Sims, Melissa",39.33221,-76.60083
24510240300,1045 LIGHT STREET,Digital Harbor Foundation,39.27742,-76.61121
24510210100,1100 WICOMICO ST STE 323,GASKIYA DIAGNOSTICS LLC,39.27972,-76.62963
24510110200,1420 MARYLAND AVE,University of Baltimore,39.30637,-76.61794
24510130806,3600 CLIPPER MILL RD,"VECTECH, LLC",39.33118,-76.64253
24510040100,300 W PRATT ST STE 200,"MODULAR MATTER, INC.",39.2867,-76.6197
24510230300,101 W DICKMAN ST STE 703,"JuneBrain, Inc.",39.26331,-76.61618
24510090300,,"Hafri, Alon",39.33221,-76.60083
24510090300,,"Artiushin, Gregory",39.33221,-76.60083
24510210100,1100 WICOMICO ST STE 323,ORTUVO LLC,39.27972,-76.62963
24510220100,701 E PRATT ST,PRECISION THERANOSTICS INC,39.28539,-76.6058
24510070400,1812 ASHLAND AVE,"EDUMD, LLC",39.30098,-76.5919
24510271700,2401 W BELVEDERE AVE,SIMMBION LLC,39.35317,-76.66041
24510070400,707 N Broadway,"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",39.2988,-76.59402
24510271200,322 BROADMOOR RD,"PRAGMADX, INC.",39.35618,-76.61433
24510210100,1100 WICOMICO ST,"NASACLIP, INC.",39.27972,-76.62963
24510130804,,"Busch, Michael Peter",39.32895,-76.63838
24510090300,,"McCoy, Richard T",39.33221,-76.60083
24510010500,17 S CHESTER ST,ONCOSTING LLC,39.29111,-76.58714
24510210200,1300 BAYARD ST,OPTAVE DIAGNOSTICS LLC,39.27841,-76.63581
24510271700,2401 W BELVEDERE AVE,"PROMPT DIAGNOSTICS, INC.",39.35317,-76.66041
24510030200,509 S EXETER ST,SUNAIRIO INC.,39.28471,-76.60019
24510130804,,"Wilson, Jacob Dean",39.32895,-76.63838
24510090300,,"Kim, Minjae",39.33221,-76.60083
24510040100,300 W PRATT ST,"SURGICAL VISION SYSTEMS, INC.",39.2867,-76.6197
24510070400,1812 ASHLAND AVE # 110,"ISLEX THERAPEUTICS, LLC",39.30089,-76.59194
24005492500,,"Brown, Tyler A",39.25461,-76.71201
24005492500,5520 RESEARCH PARK DR,"SOFTHREAD, INC.",39.24797,-76.71462
24005420800,7200 SOLLERS POINT RD,"Community College of Baltimore County, Essex",39.26746,-76.51052
24005492500,1450 S ROLLING RD,ACTIVECHARGE LLC,39.24639,-76.71273
24005492500,1450 S ROLLING RD STE 3.019,ASTEK DIAGNOSTICS LLC,39.24639,-76.71273
25017316300,45 MANNING RD,Aerodyne Research Inc,42.52819,-71.2687
25017316300,8 FEDERAL STREET,"Boston Materials, Inc.",42.54403,-71.27897
25017316300,8 FEDERAL ST,"AM BATTERIES, Inc.",42.54403,-71.27897
25017361100,25 LOVE LN,Concord Consortium,42.45661,-71.35818
25017363104,2352 MAIN ST,BrainStem Biometrics,42.44619,-71.42571
25027710800,160 PEARL ST,Fitchburg State University,42.58866,-71.79065
25027707500,444 GREEN ST,Mount Wachusett Community College,42.59388,-71.98533
25017322300,37 COTTAGE ST,TATUM ROBOTICS LLC,42.39568,-71.57388
25017388300,220 PAWTUCKET ST STE 400,University of Massachusetts Lowell,42.65019,-71.32389
25017310101,110 CANAL ST,"AmberWave, Inc.",42.64034,-71.31365
25017310102,116 JOHN ST STE 315,"Peroxygen Systems, Inc.",42.6481,-71.30825
25017321400,33 LOCKE DR,"XL BATTERIES, INC",42.34935,-71.57803
25009252202,1 QUAIL RUN DR,CENTRAL CASTING AI INC,42.73329,-71.22785
25017316400,8 COBBLESTONE WAY,OPTIC FRINGE CORP.,42.54485,-71.2996
25017313101,99 MILLSTONE ROAD,Northeast Radio Observatory Corp,42.62329,-71.48811
25023980300,131 SUMMER ST,BRIDGEWATER STATE UNIVERSITY,41.98691,-70.97075
25001014600,,Birk                    Matthew        A,41.57844,-70.55864
25001014600,62 TERRENCE AVE,"SUBTIDAL, INC.",41.58418,-70.55523
25001014900,149 WOODS HOLE RD,"Woodwell Climate Research Center, Inc.",41.54952,-70.64343
25001014900,171 WOODS HOLE RD,Sea Education Association,41.54878,-70.64529
25001014402,,"Zolkos, Scott P",41.57502,-70.62763
25001014900,77 MCCALLUM DR,"ARMADA MARINE ROBOTICS, INC.",41.55369,-70.64596
25001014900,39 GULL RD,"SALIENT PREDICTIONS, INC.",41.54875,-70.62638
25019950100,4 VESTAL ST,Nantucket Maria Mitchell Association,41.28031,-70.10473
25005985500,285 OLD WESTPORT RD,"University of Massachusetts, Dartmouth",41.62804,-71.00488
25001010100,5 HOLWAY AVE,"Center For Coastal Studies, Inc.",42.05088,-70.19182
25001012200,2240 IYANOUGH ROAD,Cape Cod Community College,41.69165,-70.3383
25001014900,266 WOODS HOLE RD,Woods Hole Oceanographic Institution,41.54163,-70.64602
25001014900,7 M B L ST,Marine Biological Laboratory,41.52561,-70.67244
25001014900,,"Bulseco-McKim, Ashley N",41.5265,-70.67309
25001014900,,Eldridge                Sherri         A,41.5265,-70.67309
25001014900,,"Venkataraman, Yaamini Ranjani",41.5265,-70.67309
25013810800,306 GROVE ST,"Mathematical Staircase, Inc.",42.15095,-72.5822
25013810902,291 SPRINGFIELD ST,College of Our Lady of the Elms,42.14187,-72.601070000000007
25003912100,,O'Boyle                 Shaun,42.4737,-73.16621
25015820900,10 OAK DR APT A,"Automated Controversy Detection, Inc.",42.28641,-72.53754
25003925102,84 ALFORD RD,Simon's Rock of Bard College,42.20877,-73.38044
25013812101,303 HOMESTEAD AVE,Holyoke Community College,42.19502,-72.64986
25013811900,,"Lama, Tanya",42.21721,-72.62694
25027753200,4 MAYFAIR CIR,EDNA INC.,42.09465,-71.8717
25015821200,50 COLLEGE ST,Mount Holyoke College,42.25793,-72.57644
25013801601,1215 WILBRAHAM RD,Western New England University,42.11373,-72.51959
25013801200,1 ARMORY SQ STE 1,Springfield Technical Community College,42.1093,-72.58029
25013812903,577 WESTERN AVE,Westfield State College,42.13208,-72.79105
25003920101,880 MAIN ST,Williams College,42.71281,-73.20303
25025030302,73 TREMONT ST,Suffolk University,42.35785,-71.0611
25025020301,55 FRUIT ST,Massachusetts General Hospital,42.36268,-71.06855
25025020301,1 SCIENCE PARK,Museum of Science,42.36736,-71.0706
25025010801,295 Beacon St Apt 53,"Trove Labs, Inc.",42.35287,-71.08093
25025060501,307 W 3RD ST,THERMOBIONICS L.L.C.,42.33727,-71.04666
25025030302,"55 COURT STREET, STE 231",BEACON TECH INC.,42.3593,-71.05908
25025060603,12 CHANNEL ST STE 202,"Ras Labs, Inc.",42.34551,-71.03676
25025060604,308 CONGRESS ST,Childrens Museum Boston,42.35181,-71.04964
25025010802,334 BEACON ST APT 6,GENERATE LLC,42.35262,-71.08385
25025060602,451 D ST STE 707,"MYTIDE THERAPEUTICS, INC.",42.34562,-71.04258
25025020200,42 IRVING ST,Supranational LLC,42.36006,-71.06625
25025030302,50 MILK ST FL 16,The Fab Foundation,42.35703,-71.05758
25025060501,840 SUMMER ST STE 1,"Parallel Fluidics, Inc.",42.3379,-71.03502
25025090901,100 WILLIAM T MORRISSEY BLVD,SunDensity Inc.,42.31489,-71.03931
25025030302,50 MILK ST FL 16,SAFEBVM CORP.,42.35703,-71.05758
25025030302,130 BOWDOIN ST APT 1204,"NEW EQUILIBRIUM BIOSCIENCES, INC.",42.35865,-71.06245
25025060603,12 CHANNEL ST STE 202,Thinking Robots Inc.,42.34551,-71.03676
25025060603,12 CHANNEL ST,"AURA INTELLIGENT SYSTEMS, INC.",42.34538,-71.03691
25025020101,45 BEACON ST,American Meteorological Society,42.35691,-71.06708
25025030302,50 MILK ST FL 16,"BOSTON GEOSPATIAL, INC.",42.35703,-71.05758
25025030400,240 COMMERCIAL STREET,"123 SEE, INC.",42.36387,-71.05142
25025030302,56 BROAD ST STE 14108,"DIFFRACT TECHNOLOGY, INC.",42.35795,-71.05368
25025020305,125 NASHUA STREET,Spaulding Rehabilitation Hospital,42.368,-71.06505
25025090901,100 MORRISSEY BLVD.,"WINDOW THERAPEUTICS, INC.",42.31455,-71.04036
25025020101,121 MOUNT VERNON ST,"T-OMEGA WIND, INC.",42.35791,-71.07062
25025010701,201 NEWBURY ST APT 201,"TUMBLEHOME, INC.",42.35041,-71.08046
25021417703,,"Comerford, Mattheau S",42.25137,-70.99629
25025070104,2 AVENUE DE LAFAYETTE,"Boston VA Research Institute, Inc.",42.35391,-71.06148
25025020301,243 CHARLES ST,Massachusetts Eye and Ear Infirmary,42.36239,-71.07059
25025090901,100 MORRISSEY BLVD,GIWOTECH INC.,42.31455,-71.04036
25025090901,100 WILLIAM T MORRISSEY BLVD,University of Massachusetts Boston,42.31489,-71.03931
25025090901,100 MORRISSEY BLVD,"INIA BIOSCIENCES, INC.",42.31455,-71.04036
25023501102,350 LINCOLN ST STE 2400,"Lotic Labs, Inc.",42.2489,-70.92075
25025120105,11 PARKSIDE DR,"INNOTECH PRECISION MEDICINE, INC",42.31144,-71.13148
25021416200,92 ELM ST,"Kalion, Inc.",42.2537,-71.08635
25021416101,27 HORTON PL,SEABIRD LIFESCIENCES LLC,42.24937,-71.05664
25021413500,320 NORWOOD PARK S STE 202,Veramorph LLC,42.16833,-71.20147
25021413500,,"Burklund, Robert W",42.17722,-71.20426
25021417704,1250 HANCOCK ST,Quincy College,42.2516,-71.00312
25021417400,,"Veling, Michael T",42.29911,-71.01115
25021417400,16 BRUNSWICK ST,"Altigg Therapeutics, Inc.",42.29802,-71.00805
25021417703,,"Aviles-Rodriguez, Kevin J",42.25137,-70.99629
25021418101,31 PARKER ST,"PARALLEL PIPES, LLC",42.24577,-71.00803
25025110607,221 BELGRADE AVE,ERLI.AI INC.,42.28635,-71.14021
25023524101,375 WEST ST,THEROMICS INC.,42.02401,-71.05237
25021412300,356 UNIVERSITY AVE,RAYSECUR INC.,42.19869,-71.15488
25017356601,1167 MASSACHUSETTS AVE STE 410,Consortium of Universities for the Advancement of Hydrologic Sci,42.42387,-71.17403
25017356601,,"Blum, Mirella L",42.41488,-71.17456
25017357800,142 MARSH ST,"ActivSignal, LLC",42.40542,-71.18637
25017357200,23 OAK ST,"DEEPHEALTH, INC.",42.3928,-71.16852
25017357300,2 PARK RD,Belmont Scientific Inc.,42.37707,-71.16011
25017357700,115 MILL ST,McLean Hospital,42.39272,-71.1909
25017357800,21 ALEXANDER AVE,"SOLIYARN, LLC",42.39838,-71.17479
25017357100,12 NEWCASTLE RD,"SIMPLYVITAL HEALTH, INC.",42.39699,-71.16203
25017353800,1033 MASSACHUSETTS AVE STE 3,Harvard University,42.36987,-71.11208
25017354601,"767 CONCORD AVE, SUITE 2-1","METALMARK INNOVATIONS, PBC",42.39295,-71.15334
25017353900,1050 MASSACHUSETTS AVE,National Bureau of Economic Research Inc,42.36979,-71.11296
25017354500,60 GARDEN ST,Smithsonian Institution Astrophysical Observatory,42.38146,-71.12817
25017354200,,"Pico, Tamara",42.38033,-71.13891
25017354700,2067 MASSACHUSETTS AVE STE 26,TERC Inc,42.39162,-71.12299
25017354200,,"Ye, Lynnelle Lin",42.38033,-71.13891
25017354200,,"Goldberg, Gabriel Theodore",42.38033,-71.13891
25017354200,,"Levien, Ethan A",42.38033,-71.13891
25017354200,,"Wainwright, Dylan Kenji",42.38033,-71.13891
25017354200,,"Glasser, Nathaniel",42.38033,-71.13891
25017354601,27 WHEELER ST UNIT 317,"ELEPHANT STEM, LLC.",42.38915,-71.14431
25017353800,42 TROWBRIDGE ST UNIT 1,"Uniqarta, Inc.",42.37205,-71.11141
25017354200,,"Tseng, Dennis",42.38033,-71.13891
25017354200,,Wellons                 Sarah          A,42.38033,-71.13891
25017354200,,"Smith, Alexander D",42.38033,-71.13891
25017354200,,"Choi, Pui Tung",42.38033,-71.13891
25017354200,,"Ward, Abigail R",42.38033,-71.13891
25017354200,,"Polk, Whitney",42.38033,-71.13891
25017354200,,"Allard, Corey Albert Harris",42.38033,-71.13891
25017354200,,"Blumstein, Meghan",42.38033,-71.13891
25017354200,,"Lucas, Kelsey Noelle",42.38033,-71.13891
25017354200,,"Vaelli, Patric",42.38033,-71.13891
25017353800,15 ELLERY ST APT 6,"UCHU BIOSENSORS, INC.",42.3705,-71.11152
25017353800,404 BROADWAY,MUON VISION INC.,42.37182,-71.10793
25017353000,45 PROSPECT ST,"SITRATION, INC.",42.36651,-71.10368
25017354300,625 MOUNT AUBURN ST STE 211,STELLATE DNA LLC,42.37555,-71.14699
25017354200,,"Chen, Nathan",42.38033,-71.13891
25017354200,,"Cass, Robert A",42.38033,-71.13891
25017354200,,"Dorfman, Hayley M",42.38033,-71.13891
25017354200,,"McCoy, Dakota E",42.38033,-71.13891
25017354200,,"Church, Samuel H",42.38033,-71.13891
25017354200,,"Johnson, Milo",42.38033,-71.13891
25017354200,,"Rosen, Anna L",42.38033,-71.13891
25017354200,,"Xu, Yujie",42.38033,-71.13891
25017354200,,"Rendon Garcia, Sarah A",42.38033,-71.13891
25017354601,185 ALEWIFE BROOK PARKWAY,AAVSO,42.39066,-71.1423
25017354200,,"Winsor, Karl G",42.38033,-71.13891
25017354200,,"Wang, Joshua Xu",42.38033,-71.13891
25017354200,,"Gong, Yan",42.38033,-71.13891
25017354200,,"Maayan, Inbar",42.38033,-71.13891
25017354200,,"Huang, Caroline",42.38033,-71.13891
25017354200,,"Sweeting, Naomi",42.38033,-71.13891
25017354200,,"Olson, Connor I",42.38033,-71.13891
25017354200,,"Hartman, Jasenia",42.38033,-71.13891
25017354200,,"Kim, Colin Y",42.38033,-71.13891
25017354200,,"Martinez Grundman, Jaime Enrique",42.38033,-71.13891
25017354200,,"Hankel, Camille",42.38033,-71.13891
25017354100,1 MIFFLIN PL,IRONSIDES MEDICAL INC,42.37336,-71.12254
25017354200,,"Lamman, Claire",42.38033,-71.13891
25017354200,,"Burcroff, Amanda",42.38033,-71.13891
25017354200,,"Bagherian, Hengameh",42.38033,-71.13891
25017354200,,"Barkley, Grant",42.38033,-71.13891
25017354200,,"Pendergrass, Andrew",42.38033,-71.13891
25017383502,100 STATE ST,Framingham State University,42.29831,-71.43706
25017383902,378 Edmands Rd,"L-Infinity Labs, Inc.",42.33272,-71.45167
25017358600,131 HARTWELL AVE,Atmospheric and Environmental Research Inc,42.46249,-71.26796
25017358100,20 MASON ST,"INTHEPENDANT, INC.",42.42297,-71.20636
25017358300,99 HAYDEN AVE STE 210,MedChem Partners LLC,42.42509,-71.24825
25017358500,3 YOUNG ST,RAPHA ROBOTICS INC.,42.44973,-71.20747
25017358400,1 LORING RD,SANGTERA INC,42.4418,-71.23792
25017358500,224 EAST ST,PATHFLOW INC.,42.45861,-71.20537
25017360300,173 BEDFORD RD,Advanced Silicon Group,42.44681,-71.29193
25017360300,63 BEDFORD RD,"NUTHATCH ROBOTICS, INC.",42.43334,-71.29853
25017341301,121 MADISON ST,INFINITE COOLING INC.,42.42104,-71.07025
25017341101,30 GLEN ST,"Nona Research Foundation, Inc",42.43264,-71.07728
25017339500,80 GEORGE ST,Tufts University,42.41189,-71.11521
25017339400,200 BOSTON AVE,"TRAVERA, INC.",42.41568,-71.12692
25017339102,,"Jimenez, Yordano Eleazar",42.4275,-71.1092
25017336300,6 EASTMAN PL STE 202,"Filmmakers Collaborative, Inc.",42.45563,-71.06446
25017382602,251 W CENTRAL ST STE 27,UBIROS INC.,42.28231,-71.39284
25017382400,26 ROCKLAND ST,"INSTITUTE FOR FUTURE INTELLIGENCE, INC.",42.26942,-71.35198
25017382602,7 LARCHWOOD LN,BLUEFUSION INC.,42.28436,-71.39439
25017365201,21 KENDALL RD,ENERBLOCK LLC,42.37766,-71.44952
25017368200,300 5TH AVE STE 2010,Education Development Center,42.38994,-71.25758
25017368400,415 SOUTH ST,Brandeis University,42.36809,-71.2568
25017369000,175 FOREST ST,Bentley University,42.38666,-71.2243
25017368200,204 SECOND AVE STE 2,"ENVISION ENDOSCOPY, INC.",42.39049,-71.26311
25017368800,36 RIVER ST APT 128,"Simplyvital Health, Inc.",42.36758,-71.21697
25017368200,179 BEAR HILL RD STE 202,"GelSight, Inc",42.38258,-71.26511
25017368400,,"McInally, Shane G",42.36245,-71.25772
25017368700,154 CALVARY ST STE 101,"AEROSHIELD MATERIALS, INC.",42.36837,-71.22381
25017368200,283 BEAR HILL RD,"FLUIDFORM, INC.",42.3858,-71.2646
25017369100,135 BEAVER ST STE 207,OPEN SOURCE INSTRUMENTS INC.,42.38365,-71.20829
25017369100,117 BEAVER ST,Silverside Detectors Inc.,42.3848,-71.20079
25017368200,101A 1ST AVE,Zaiput Flow Technologies LLC,42.39373,-71.26858
25017368200,1432 MAIN ST,ADDEN ENERGY INC,42.37661,-71.274
25017370301,199 DEXTER AVENUE,"ONECYTE BIOTECHNOLOGIES, INC.",42.36489,-71.16556
25017370202,116 STANDISH RD,"AKTTYVA THERAPEUTICS, INC.",42.37717,-71.17832
25017370403,108 WATER ST,Documentary Educational Resources,42.36116,-71.18454
25021404400,106 CENTRAL ST,Wellesley College,42.29361,-71.30203
25021404301,21 PINE PLAIN RD,PLATFORM TECHNOLOGY VENTURES LLC,42.31161,-71.31412
25017367200,235 WELLESLEY ST,Regis College,42.35029,-71.30895
25017338500,"129 MOUNT VERNON ST, APT 1",IMPACT PHOTONICS LLC,42.45273,-71.13148
25017338500,19 FRANKLIN RD,Harvest Moon Automation,42.4418,-71.12833
25017338100,147 HIGHLAND AVE,"GNU COMPANY, LLC",42.45953,-71.1258
25017333601,78 OLYMPIA AVE STE F,"ROOT AI, INC.",42.49841,-71.13835
25017333601,400 W CUMMINGS PARK STE 3050,"SANGUINE BIOSCIENCES, INC.",42.49674,-71.12638
25017333400,8 HENSHAW ST,"MVM INDUSTRIAL, INC.",42.47617,-71.11951
25017333601,1B GILL ST,"VERDOX, INC.",42.51012,-71.14688
25017333601,21C OLYMPIA AVE,"AVANPORE, LLC",42.50029,-71.12973
25017333502,5 WOODS HILL CIR,ULTRASONIUM INC,42.48218,-71.13476
25009266100,19 ELIZABETH ST,"HIGGINS ENVIRONMENTAL ASSOCIATES, INC.",42.852,-70.95215
25009254200,100 SCHOOL ST,2WITECH SOLUTIONS LLC,42.65647,-71.14492
25017359100,3 LOOMIS ST,FOLIA Materials Inc.,42.48907,-71.27295
25017359100,591 SPRINGS RD,Middlesex Community College,42.52495,-71.2748
25009217602,376 HALE ST,Endicott College,42.55438,-70.84653
25017332402,151 S BEDFORD ST,"GUARDION, INC.",42.47945,-71.18882
25017332402,15 BLUE SKY DR,"Nth Cycle, LLC",42.49392,-71.23016
25017332401,15 NEW ENGLAND EXECUTIVE PARK,Boston Microtechnology LLC,42.48506,-71.20899
25017332402,20 BLANCHARD RD STE 10,ALLOY ENTERPRISES INC.,42.48206,-71.19552
25017332300,0 MEADOWVALE RD,ADAPTIVE WAVES INC.,42.50452,-71.21292
25017332402,145 S BEDFORD ST STE 240,"ZEPSOR TECHNOLOGIES, INC.",42.47868,-71.19321
25017332402,30 4TH AVE STE 2,Spectral Sciences Inc,42.49138,-71.22705
25017332402,145 S BEDFORD ST,FOURIER LLC,42.47867,-71.19325
25009221500,417 MAIN ST,Gloucester Marine Genomics Institute,42.6162,-70.65263
25009209100,50 SALEM ST BLDG B,"CAST, Inc.",42.51229,-71.03422
