org_name,org_city,org_state,lat,lon,week,current_loss,current_grant_loss,current_econ_loss,current_job_loss,overall_loss,overall_grant_loss,overall_econ_loss,overall_job_loss
Carleton College,Northfield,MN,44.4613,-93.15608,2025-09-26,1079561.66,1,2850042.7824,14.993911944444443,1079561.66,1,2850042.7824,14.993911944444443
Carnegie Mellon University,Pittsburgh,PA,40.44296,-79.94108,2025-09-26,2164888.3,10,5715305.112,30.067893055555555,2164888.3,10,5715305.112,30.067893055555555
Case Western Reserve University,Cleveland,OH,41.50274,-81.60733,2025-09-26,22955.34,1,60602.0976,0.3188241666666667,22955.34,1,60602.0976,0.3188241666666667
Central Michigan University,Mount Pleasant,MI,43.6014,-84.78711,2025-09-26,691152.4,1,1824642.3360000001,9.599338888888889,691152.4,1,1824642.3360000001,9.599338888888889
Central State University,Wilberforce,OH,39.71698,-83.877440000000007,2025-09-26,193751.75,1,511504.62,2.690996527777778,193751.75,1,511504.62,2.690996527777778
Central Washington University,Ellensburg,WA,47.00259,-120.53815,2025-09-26,255253.52,1,673869.2928,3.5451877777777776,255253.52,1,673869.2928,3.5451877777777776
Chaminade University of Honolulu,Honolulu,HI,21.2901,-157.80775,2025-09-26,6426068.77,1,16964821.5528,89.25095513888888,6426068.77,1,16964821.5528,89.25095513888888
ChangeAerial LLC,San Diego,CA,32.77327,-117.19811,2025-09-26,25227,1,66599.28,0.350375,25227,1,66599.28,0.350375
Chapman University,Orange,CA,33.79277,-117.85425,2025-09-26,263423.77,1,695438.7528000001,3.6586634722222224,263423.77,1,695438.7528000001,3.6586634722222224
Chicago Children's Museum,Chicago,IL,41.89107,-87.61091,2025-09-26,597835.3765996343,1,1578285.3942230346,8.303269119439365,597835.3765996343,1,1578285.3942230346,8.303269119439365
Chicago State University,Chicago,IL,41.71798,-87.60944,2025-09-26,4992454.66,5,13180080.3024,69.33964805555556,4992454.66,5,13180080.3024,69.33964805555556
Chico State Enterprises,Chico,CA,39.73179,-121.84154,2025-09-26,782156.55,1,2064893.2920000001,10.863285416666669,782156.55,1,2064893.2920000001,10.863285416666669
Child Trends Inc.,Rockville,MD,39.0591,-77.12012,2025-09-26,1802678.03,3,4759069.9992,25.037194861111114,1802678.03,3,4759069.9992,25.037194861111114
Children's Museum of Pittsburgh,Pittsburgh,PA,40.45284,-80.00642,2025-09-26,263917.31,1,696741.6984,3.6655181944444446,263917.31,1,696741.6984,3.6655181944444446
Christopher Newport University,Newport News,VA,37.06253,-76.49431,2025-09-26,150790.2,1,398086.128,2.0943083333333337,150790.2,1,398086.128,2.0943083333333337
City College of San Francisco,San Francisco,CA,37.72592,-122.44849,2025-09-26,1770.390000000014,1,4673.829600000037,0.024588750000000194,1770.390000000014,1,4673.829600000037,0.024588750000000194
City Colleges of Chicago Harry S Truman College,Chicago,IL,41.96355,-87.65796,2025-09-26,678212.9299999999,2,1790482.1352,9.419624027777777,678212.9299999999,2,1790482.1352,9.419624027777777
Claremont Graduate University,Claremont,CA,34.10328,-117.71447,2025-09-26,1485355.51,2,3921338.5464000003,20.62993763888889,1485355.51,2,3921338.5464000003,20.62993763888889
Clark Atlanta University,Atlanta,GA,33.74987,-84.41235,2025-09-26,7252896.25,2,19147646.1,100.73467013888889,7252896.25,2,19147646.1,100.73467013888889
Clarkson University,Potsdam,NY,44.66592,-74.99257,2025-09-26,435569.1500000001,1,1149902.5560000003,6.049571527777779,796162.8400000001,2,2101869.8976000003,11.057817222222225
Claudius Legal Intelligence Inc.,Miami,FL,25.72945,-80.30635,2025-09-26,790277.29,1,2086332.0456000003,10.976073472222224,790277.29,1,2086332.0456000003,10.976073472222224
Clemson University,Clemson,SC,34.67315,-82.82396,2025-09-26,1953756.67,3,5157917.6088000005,27.135509305555555,1953756.67,3,5157917.6088000005,27.135509305555555
Cleveland State University,Cleveland,OH,41.50276,-81.67442,2025-09-26,978707.3899999999,2,2583787.5096,13.593158194444444,978707.3899999999,2,2583787.5096,13.593158194444444
Coastal and Estuarine Research Federation,Seattle,WA,47.70744,-122.33171,2025-09-26,956534.85,1,2525252.004,13.28520625,956534.85,1,2525252.004,13.28520625
Coeur D' Alene Tribe,Plummer,ID,47.33766,-116.88673,2025-09-26,1982949.2,1,5234985.888,27.540961111111113,1982949.2,1,5234985.888,27.540961111111113
College of William and Mary,Williamsburg,VA,37.28078,-76.72405,2025-09-26,501593.15,2,1324205.9160000002,6.966571527777778,501593.15,2,1324205.9160000002,6.966571527777778
Colorado School of Mines,Golden,CO,39.75113,-105.22231,2025-09-26,653657.78,2,1725656.5392000002,9.078580277777778,653657.78,2,1725656.5392000002,9.078580277777778
Colorado State University,Fort Collins,CO,40.57951,-105.08127,2025-09-26,3109080.8,10,8207973.312,43.18167777777778,3109080.8,10,8207973.312,43.18167777777778
Colorado State University-Pueblo,Pueblo,CO,38.31162,-104.57813,2025-09-26,101526.02000000002,1,268028.6928000001,1.4100836111111115,101526.02000000002,1,268028.6928000001,1.4100836111111115
Columbia University,New York,NY,40.81207,-73.95438,2025-09-26,7430838.965994513,9,19617414.870225515,103.20609674992379,7430838.965994513,9,19617414.870225515,103.20609674992379
Columbus State Community College,Columbus,OH,39.96943,-82.98683,2025-09-26,181187.21461187216,1,478334.2465753425,2.516489091831558,181187.21461187216,1,478334.2465753425,2.516489091831558
Columbus State University,Columbus,GA,32.4989,-84.9445,2025-09-26,0,0,0,0,1050965.3,1,2774548.3920000005,14.59674027777778
Concord Consortium,Concord,MA,42.45661,-71.35818,2025-09-26,439384.78,1,1159975.8192,6.1025663888888895,439384.78,1,1159975.8192,6.1025663888888895
Cornell University,Ithaca,NY,42.438,-76.4625,2025-09-26,3087545.45,8,8151119.988000001,42.88257569444445,3087545.45,8,8151119.988000001,42.88257569444445
Cosmic Picture Distribution LLC,Somers,NY,41.33344,-73.66654,2025-09-26,0,1,0,0,0,1,0,0
Council of Graduate Schools,Washington,DC,38.90908,-77.04448,2025-09-26,3159624.14,2,8341407.729600001,43.88366861111111,3159624.14,2,8341407.729600001,43.88366861111111
Crow Canyon Archaeological Center,Cortez,CO,37.3566,-108.62768,2025-09-26,120936.68,1,319272.8352,1.6796761111111111,120936.68,1,319272.8352,1.6796761111111111
Cuesta College,San Luis Obispo,CA,35.33133,-120.74226,2025-09-26,0,0,0,0,0,0,0,0
Dartmouth College,Hanover,NH,43.71139,-72.27061,2025-09-26,135967.87,1,358955.1768,1.8884426388888889,135967.87,1,358955.1768,1.8884426388888889
David Lipscomb University,Nashville,TN,36.10362,-86.79896,2025-09-26,33145.41,1,87503.88240000002,0.4603529166666667,33145.41,1,87503.88240000002,0.4603529166666667
Delaware State University,Dover,DE,39.18938,-75.54117,2025-09-26,615924.1048951049,1,1626039.636923077,8.554501456876457,615924.1048951049,1,1626039.636923077,8.554501456876457
Donald Danforth Plant Science Center,Saint Louis,MO,38.67428,-90.39701,2025-09-26,123009.74,1,324745.7136,1.7084686111111114,123009.74,1,324745.7136,1.7084686111111114
Doña Ana Branch Community College,Las Cruces,NM,32.27508,-106.75514,2025-09-26,1327873.46,1,3505585.9344,18.442686944444446,1327873.46,1,3505585.9344,18.442686944444446
Drexel University,Philadelphia,PA,39.95407,-75.18654,2025-09-26,2631529.88,5,6947238.8832,36.54902611111111,2631529.88,5,6947238.8832,36.54902611111111
Duke University,Durham,NC,36.00777,-78.92648,2025-09-26,245670.78999999998,4,648570.8855999999,3.4120943055555553,245670.78999999998,4,648570.8855999999,3.4120943055555553
Duquesne University,Pittsburgh,PA,40.43782,-79.99365,2025-09-26,154625.35,1,408210.92400000006,2.1475743055555556,154625.35,1,408210.92400000006,2.1475743055555556
East Carolina University,Greenville,NC,35.60836,-77.3648,2025-09-26,3337470.74,1,8810922.753600001,46.35376027777778,3337470.74,1,8810922.753600001,46.35376027777778
East Central University,Ada,OK,34.7725,-96.66118,2025-09-26,83856.58,1,221381.37120000002,1.1646747222222222,83856.58,1,221381.37120000002,1.1646747222222222
Eastern Michigan University,Ypsilanti,MI,42.24913,-83.62638,2025-09-26,27767.45000000001,1,73306.06800000003,0.38565902777777794,27767.45000000001,1,73306.06800000003,0.38565902777777794
Eastern Washington University,Cheney,WA,47.49013,-117.57977,2025-09-26,2256306.04,3,5956647.9456,31.33758388888889,2256306.04,3,5956647.9456,31.33758388888889
Ecological Society of America,Washington,DC,38.90538,-77.04459,2025-09-26,8684.240000000005,1,22926.393600000014,0.12061444444444452,8684.240000000005,1,22926.393600000014,0.12061444444444452
Edna Inc.,Oxford,MA,42.09465,-71.8717,2025-09-26,28915.420000000013,1,76336.70880000004,0.40160305555555575,28915.420000000013,1,76336.70880000004,0.40160305555555575
Education Development Center,Waltham,MA,42.38994,-71.25758,2025-09-26,2644191.89,3,6980666.5896000005,36.724887361111115,2644191.89,3,6980666.5896000005,36.724887361111115
Educational Testing Service,Princeton,NJ,40.34896,-74.7147,2025-09-26,0,1,0,0,0,1,0,0
Elmhurst University,Elmhurst,IL,41.89699,-87.94714,2025-09-26,323764.6499999999,1,854738.6759999997,4.496731249999999,323764.6499999999,1,854738.6759999997,4.496731249999999
Emory University,Atlanta,GA,33.79125,-84.3249,2025-09-26,1483340.11,4,3916017.8904000004,20.601945972222225,1483340.11,4,3916017.8904000004,20.601945972222225
Eureka Scientific Inc.,Oakland,CA,37.80371,-122.20846,2025-09-26,3682.7600000000093,1,9722.486400000025,0.051149444444444574,3682.7600000000093,1,9722.486400000025,0.051149444444444574
Exploratorium,San Francisco,CA,37.80167,-122.39914,2025-09-26,1056936.25,2,2790311.7,14.67967013888889,1056936.25,2,2790311.7,14.67967013888889
Family Health International,Durham,NC,35.99283,-78.90391,2025-09-26,358801.41000000003,1,947235.7224000001,4.983352916666667,358801.41000000003,1,947235.7224000001,4.983352916666667
Federation of American Societies for Experimental Biology,Rockville,MD,39.04771,-77.12739,2025-09-26,348416.66000000003,1,919819.9824000001,4.839120277777779,348416.66000000003,1,919819.9824000001,4.839120277777779
Fielding Graduate University,Santa Barbara,CA,34.42941,-119.71726,2025-09-26,1680111.2899999998,2,4435493.8056,23.334879027777777,1680111.2899999998,2,4435493.8056,23.334879027777777
Fisk University,Nashville,TN,36.16704,-86.80326,2025-09-26,29771.830000000016,1,78597.63120000005,0.41349763888888913,29771.830000000016,1,78597.63120000005,0.41349763888888913
Florida Agricultural and Mechanical University,Tallahassee,FL,30.42578,-84.28287,2025-09-26,633724.6599999999,1,1673033.1023999997,8.801731388888888,633724.6599999999,1,1673033.1023999997,8.801731388888888
Florida Atlantic University,Boca Raton,FL,26.36831,-80.10176,2025-09-26,322839.95999999996,1,852297.4944,4.483888333333333,322839.95999999996,1,852297.4944,4.483888333333333
Florida Gulf Coast University,Fort Myers,FL,26.4591,-81.77369,2025-09-26,12029.856145251368,1,31758.820223463612,0.16708133535071346,12029.856145251368,1,31758.820223463612,0.16708133535071346
Florida International University,Miami,FL,25.76105,-80.3762,2025-09-26,4094528.283424657,15,10809554.668241095,56.868448380898016,4256691.833424657,16,11237666.440241095,59.12071990867579
Florida State University,Tallahassee,FL,30.44146,-84.29789,2025-09-26,1455804.96,4,3843325.0944000003,20.219513333333335,1455804.96,4,3843325.0944000003,20.219513333333335
Fort Valley State University,Fort Valley,GA,32.53432,-83.89933,2025-09-26,1025204.97,1,2706541.1208,14.238957916666667,1025204.97,1,2706541.1208,14.238957916666667
Framingham State University,Framingham,MA,42.29831,-71.43706,2025-09-26,835116.72,1,2204708.1408,11.598843333333333,835116.72,1,2204708.1408,11.598843333333333
Franklin and Marshall College,Lancaster,PA,40.04894,-76.31868,2025-09-26,165152.93,1,436003.7352,2.2937906944444446,165152.93,1,436003.7352,2.2937906944444446
Future Earth,Fort Collins,CO,40.52469,-105.08373,2025-09-26,0,0,0,0,0,0,0,0
"GPRA Strategic Management, Inc.",White Plains,MD,38.61657,-77.03006,2025-09-26,22125,1,58410,0.3072916666666667,22125,1,58410,0.3072916666666667
Galveston College,Galveston,TX,29.28414,-94.80833,2025-09-26,1099454.45,1,2902559.748,15.270200694444444,1099454.45,1,2902559.748,15.270200694444444
George Mason University,Fairfax,VA,38.83388,-77.31602,2025-09-26,5220282.87,7,13781546.776800001,72.50392875,5230303.5600000005,8,13808001.398400001,72.643105
George Washington University,Washington,DC,38.89808,-77.04393,2025-09-26,1161815.07,7,3067191.7848000005,16.136320416666667,1161815.07,7,3067191.7848000005,16.136320416666667
Georgetown University,Washington,DC,38.90521,-77.07547,2025-09-26,98726.13,1,260636.98320000002,1.3711962500000001,98726.13,1,260636.98320000002,1.3711962500000001
Georgia Gwinnett College,Lawrenceville,GA,33.9803,-84.00477,2025-09-26,17053.45000000001,1,45021.10800000003,0.2368534722222224,17053.45000000001,1,45021.10800000003,0.2368534722222224
Georgia Institute of Technology,Atlanta,GA,33.7819,-84.40401,2025-09-26,4919841.9,10,12988382.616000002,68.33113750000001,4919841.9,10,12988382.616000002,68.33113750000001
Georgia Piedmont Technical College,Clarkston,GA,33.79005,-84.23479,2025-09-26,331311.02,1,874661.0928000001,4.6015419444444445,331311.02,1,874661.0928000001,4.6015419444444445
"Georgia State University Research Foundation, Inc.",Atlanta,GA,33.75474,-84.3871,2025-09-26,3206652.12,9,8465561.596800001,44.536835,3206652.12,9,8465561.596800001,44.536835
Global Fund for Women Inc.,San Francisco,CA,37.79391,-122.40332,2025-09-26,69830.23999999999,1,184351.83359999998,0.9698644444444443,69830.23999999999,1,184351.83359999998,0.9698644444444443
Gordon Research Conferences,East Greenwich,RI,41.48,-71.56965,2025-09-26,0,1,0,0,0,2,0,0
"Granted Advisors, LLC",New Orleans,LA,30.01574,-90.0423,2025-09-26,138247.70539419088,1,364973.9422406639,1.9201070193637624,138247.70539419088,1,364973.9422406639,1.9201070193637624
Greater Washington Educational Telecommunications Association,Arlington,VA,38.84149,-77.08622,2025-09-26,2687140.73,1,7094051.5272,37.32139902777778,2687140.73,1,7094051.5272,37.32139902777778
Hamilton College,Clinton,NY,43.04994,-75.406,2025-09-26,293318.94,1,774362.0016000001,4.073874166666667,293318.94,1,774362.0016000001,4.073874166666667
Hampton University,Hampton,VA,37.02147,-76.33691,2025-09-26,1562928.49,4,4126131.2136000004,21.70734013888889,1562928.49,4,4126131.2136000004,21.70734013888889
Harris-Stowe State University,Saint Louis,MO,38.63185,-90.22395,2025-09-26,2814456.4699999997,1,7430165.0808,39.089673194444444,2814456.4699999997,1,7430165.0808,39.089673194444444
Harvard University,Cambridge,MA,42.3697,-71.11193,2025-09-26,0,0,0,0,75995652.73974726,177,200628523.23293278,1055.4951769409342
Haverford College,Haverford,PA,40.0075,-75.30519,2025-09-26,32483.349999999977,1,85756.04399999994,0.4511576388888886,32483.349999999977,1,85756.04399999994,0.4511576388888886
Hawaii Pacific University,Honolulu,HI,21.30656,-157.86559,2025-09-26,1185000,1,3128400,16.458333333333336,1185000,1,3128400,16.458333333333336
Healthpartners Institute,Bloomington,MN,44.85364,-93.22558,2025-09-26,71909.02000000002,1,189839.81280000007,0.9987363888888892,71909.02000000002,1,189839.81280000007,0.9987363888888892
Heritage University,Toppenish,WA,46.37423,-120.39431,2025-09-26,564343.7000000002,1,1489867.3680000005,7.838106944444448,564343.7000000002,1,1489867.3680000005,7.838106944444448
Hinds Community College-Utica,Raymond,MS,32.25761,-90.41841,2025-09-26,1852802.44,1,4891398.4416000005,25.733367222222224,1852802.44,1,4891398.4416000005,25.733367222222224
Hofstra University,Hempstead,NY,40.7169,-73.59904,2025-09-26,190733.63,1,503536.78320000006,2.649078194444445,190733.63,1,503536.78320000006,2.649078194444445
Horizon Research Inc.,Chapel Hill,NC,35.91163,-78.97735,2025-09-26,84669.89000000001,1,223528.50960000005,1.1759706944444448,84669.89000000001,1,223528.50960000005,1.1759706944444448
Housatonic Community College,Bridgeport,CT,41.17512,-73.19061,2025-09-26,739974.02,1,1953531.4128,10.277416944444445,739974.02,1,1953531.4128,10.277416944444445
Houston Christian University,Houston,TX,29.69494,-95.5154,2025-09-26,33007.23000000001,1,87139.08720000004,0.45843375000000014,33007.23000000001,1,87139.08720000004,0.45843375000000014
Howard University,Washington,DC,38.92314,-77.02158,2025-09-26,8067371.48,9,21297860.707200002,112.04682611111112,8067371.48,9,21297860.707200002,112.04682611111112
Hudson County Community College,Jersey City,NJ,40.73049,-74.06373,2025-09-26,505876.74,1,1335514.5936,7.026065833333334,505876.74,1,1335514.5936,7.026065833333334
"ISeeChange, Inc.",New Orleans,LA,30.00334,-90.08444,2025-09-26,500000,1,1320000,6.944444444444445,500000,1,1320000,6.944444444444445
Illinois Institute of Technology,Chicago,IL,41.83106,-87.62905,2025-09-26,5117908.26,1,13511277.8064,71.08205916666667,5117908.26,1,13511277.8064,71.08205916666667
Ina Solutions Inc.,Fairfax,VA,38.88187,-77.3713,2025-09-26,807830.4299999999,1,2132672.3352,11.219867083333334,807830.4299999999,1,2132672.3352,11.219867083333334
"Inclusive Engineering Consortium, Inc.",Wilmette,IL,42.08889,-87.70211,2025-09-26,0,1,0,0,0,1,0,0
Indiana University,Bloomington,IN,39.17206,-86.52316,2025-09-26,3003095.5647349176,7,7928172.290900183,41.7096606213183,3003095.5647349176,7,7928172.290900183,41.7096606213183
Indigenous Education Institute,Friday Harbor,WA,48.4828,-123.03849,2025-09-26,100,1,264,0.001388888888888889,100,1,264,0.001388888888888889
Institute for Advanced Study,Princeton,NJ,40.33262,-74.66786,2025-09-26,42823.6,1,113054.304,0.5947722222222223,42823.6,1,113054.304,0.5947722222222223
Institute for Learning Innovation,Portland,OR,45.56415,-122.69589,2025-09-26,0,1,0,0,0,1,0,0
Institute for Native Pacific Education and Culture,Kapolei,HI,21.31891,-158.07119,2025-09-26,1339857.47,1,3537223.7208000002,18.609131527777777,1339857.47,1,3537223.7208000002,18.609131527777777
Iowa State University,Ames,IA,42.02617,-93.64844,2025-09-26,186776.18000000002,2,493089.11520000006,2.5941136111111116,186776.18000000002,2,493089.11520000006,2.5941136111111116
Ithaca College,Ithaca,NY,42.41668,-76.4991,2025-09-26,1178139.24,1,3110287.5936000003,16.363045,1178139.24,1,3110287.5936000003,16.363045
Jackson State University,Jackson,MS,32.29792,-90.20593,2025-09-26,2979156.3885892117,5,7864972.86587552,41.37717206373905,2979156.3885892117,5,7864972.86587552,41.37717206373905
James Madison University,Harrisonburg,VA,38.44076,-78.8723,2025-09-26,612142.04,1,1616054.9856000002,8.501972777777778,612142.04,1,1616054.9856000002,8.501972777777778
Jarvis Christian College,Hawkins,TX,32.61634,-95.31317,2025-09-26,1870029.41,1,4936877.6424,25.972630694444444,1870029.41,1,4936877.6424,25.972630694444444
John Carroll University,Cleveland,OH,41.49056,-81.52977,2025-09-26,200134.12,1,528354.0768,2.7796405555555554,200134.12,1,528354.0768,2.7796405555555554
Johns Hopkins University,Baltimore,MD,39.32526,-76.60513,2025-09-26,3077181.77,5,8123759.8728,42.73863569444445,3077181.77,5,8123759.8728,42.73863569444445
Johnson C. Smith University,Charlotte,NC,35.24295,-80.85577,2025-09-26,68948.27000000002,1,182023.43280000007,0.9576148611111114,68948.27000000002,1,182023.43280000007,0.9576148611111114
Juniata College,Huntingdon,PA,40.50014,-78.0159,2025-09-26,288302.36,1,761118.2304,4.004199444444445,288302.36,1,761118.2304,4.004199444444445
Kansas State University,Manhattan,KS,39.18781,-96.58072,2025-09-26,1401186.35,1,3699131.9640000006,19.46092152777778,1401186.35,1,3699131.9640000006,19.46092152777778
Kean University,Union,NJ,40.67958,-74.23188,2025-09-26,2424948.043972603,2,6401862.836087672,33.67983394406393,2424948.043972603,2,6401862.836087672,33.67983394406393
Kent State University,Kent,OH,41.15242,-81.33788,2025-09-26,24993.560000000027,2,65982.99840000007,0.3471327777777782,24993.560000000027,2,65982.99840000007,0.3471327777777782
Kentucky Community & Technical College System,Versailles,KY,38.05864,-84.72788,2025-09-26,63530.28000000003,1,167719.93920000008,0.8823650000000004,63530.28000000003,1,167719.93920000008,0.8823650000000004
Kutztown University,Kutztown,PA,40.50866,-75.78321,2025-09-26,89287.27000000002,1,235718.39280000006,1.2401009722222225,89287.27000000002,1,235718.39280000006,1.2401009722222225
La Salle University,Philadelphia,PA,40.03772,-75.1522,2025-09-26,8694.916438356158,1,22954.57939726026,0.12076272831050221,8694.916438356158,1,22954.57939726026,0.12076272831050221
Lawrence Technological University,Southfield,MI,42.47513,-83.25074,2025-09-26,7109.540000000001,1,18769.185600000004,0.09874361111111113,7109.540000000001,1,18769.185600000004,0.09874361111111113
Lehigh Carbon Community College,Schnecksville,PA,40.66494,-75.61281,2025-09-26,141740.99,1,374196.2136,1.968624861111111,141740.99,1,374196.2136,1.968624861111111
Lehigh University,Bethlehem,PA,40.60713,-75.38126,2025-09-26,565956.29,4,1494124.6056000001,7.860504027777779,565956.29,4,1494124.6056000001,7.860504027777779
Lisa Fitzpatrick & Associates MD-PC,Washington,DC,38.90272,-77.01823,2025-09-26,179434.82739726023,1,473707.944328767,2.4921503805175034,179434.82739726023,1,473707.944328767,2.4921503805175034
Long Island Children's Museum,Garden City,NY,40.72779,-73.60044,2025-09-26,113214.54495412845,1,298886.3986788991,1.5724242354740063,113214.54495412845,1,298886.3986788991,1.5724242354740063
Los Angeles County Museum of Natural History Foundation,Los Angeles,CA,34.01668,-118.28983,2025-09-26,1420903.65,1,3751185.636,19.734772916666667,1420903.65,1,3751185.636,19.734772916666667
Louisiana State University,Baton Rouge,LA,30.40802,-91.18867,2025-09-26,1760452.3189010986,7,4647594.121898901,24.45072665140415,1760452.3189010986,7,4647594.121898901,24.45072665140415
Louisiana Tech University,Ruston,LA,32.53151,-92.62932,2025-09-26,37761.95999999999,1,99691.57439999998,0.5244716666666666,37761.95999999999,1,99691.57439999998,0.5244716666666666
"Loyola University Maryland, Inc.",Baltimore,MD,39.34622,-76.62134,2025-09-26,332256.3,1,877156.632,4.614670833333333,332256.3,1,877156.632,4.614670833333333
Loyola University of Chicago,Chicago,IL,41.89738,-87.62424,2025-09-26,802720.4246617915,3,2119181.9211071297,11.148894786969327,802720.4246617915,3,2119181.9211071297,11.148894786969327
Manhattan University,Bronx,NY,40.89009,-73.9008,2025-09-26,149527.08000000002,1,394751.49120000005,2.0767650000000004,149527.08000000002,1,394751.49120000005,2.0767650000000004
Manhattanville College,Purchase,NY,41.03201,-73.71586,2025-09-26,186023.78,1,491102.77920000005,2.583663611111111,186023.78,1,491102.77920000005,2.583663611111111
Maricopa County Community College District,Tempe,AZ,33.41295,-111.97577,2025-09-26,50439.79,1,133161.0456,0.700552638888889,50439.79,1,133161.0456,0.700552638888889
Marymount University,Arlington,VA,38.90535,-77.12802,2025-09-26,39606.359999999986,1,104560.79039999997,0.5500883333333332,39606.359999999986,1,104560.79039999997,0.5500883333333332
Massachusetts Bay Community College,Wellesley Hills,MA,42.3145,-71.26692,2025-09-26,70350.60999999999,1,185725.61039999998,0.9770918055555554,70350.60999999999,1,185725.61039999998,0.9770918055555554
Massachusetts Institute of Technology,Cambridge,MA,42.35914,-71.09356,2025-09-26,608776.06,3,1607168.7984000002,8.455223055555557,608776.06,3,1607168.7984000002,8.455223055555557
Mathematical Sciences Research Institute,Berkeley,CA,37.87983,-122.24425,2025-09-26,0,0,0,0,67832.1095890411,1,179076.7693150685,0.9421126331811264
Menlo College,Atherton,CA,37.4561,-122.1921,2025-09-26,53616.47,1,141547.48080000002,0.7446731944444445,53616.47,1,141547.48080000002,0.7446731944444445
Mercyhurst University,Erie,PA,42.10329,-80.05312,2025-09-26,16583.26000000001,1,43779.80640000002,0.23032305555555568,16583.26000000001,1,43779.80640000002,0.23032305555555568
Metropolitan State University of Denver,Denver,CO,39.74532,-105.00766,2025-09-26,486740.31,1,1284994.4184,6.760282083333333,486740.31,1,1284994.4184,6.760282083333333
Miami University,Oxford,OH,39.50946,-84.73448,2025-09-26,91405.83999999998,2,241311.41759999996,1.2695255555555554,91405.83999999998,2,241311.41759999996,1.2695255555555554
Michigan State University,East Lansing,MI,42.65398,-84.49203,2025-09-26,8343684.519269407,17,22027327.130871236,115.8845072120751,8343684.519269407,17,22027327.130871236,115.8845072120751
Middle Tennessee State University,Murfreesboro,TN,35.84348,-86.37097,2025-09-26,261572.38,1,690551.0832,3.6329497222222225,261572.38,1,690551.0832,3.6329497222222225
Middlesex Community College,Bedford,MA,42.52495,-71.2748,2025-09-26,499878.65,1,1319679.6360000002,6.942759027777779,499878.65,1,1319679.6360000002,6.942759027777779
Millersville University,Millersville,PA,39.99703,-76.35424,2025-09-26,3150383.9,1,8317013.496,43.75533194444444,3150383.9,1,8317013.496,43.75533194444444
Mississippi State University,Mississippi State,MS,33.45844,-88.79463,2025-09-26,706353.01,3,1864771.9464,9.810458472222223,706353.01,3,1864771.9464,9.810458472222223
Missouri State University,Springfield,MO,37.20055,-93.28068,2025-09-26,898422.08,1,2371834.2912,12.478084444444445,898422.08,1,2371834.2912,12.478084444444445
Missouri University of Science and Technology,Rolla,MO,37.95307,-91.77313,2025-09-26,286609.78,1,756649.8192000001,3.9806913888888893,286609.78,1,756649.8192000001,3.9806913888888893
Molloy University,Rockville Centre,NY,40.68621,-73.62704,2025-09-26,153772.02,2,405958.13279999996,2.1357225,153772.02,2,405958.13279999996,2.1357225
Montana State University - Bozeman,Bozeman,MT,45.66196,-111.05994,2025-09-26,309918.21,2,818184.0744,4.304419583333334,309918.21,2,818184.0744,4.304419583333334
Montclair State University,Montclair,NJ,40.85976,-74.19975,2025-09-26,410464.73,1,1083626.8872,5.700899027777778,410464.73,1,1083626.8872,5.700899027777778
Morehouse College,Atlanta,GA,33.74661,-84.41478,2025-09-26,337335.49,2,890565.6936,4.685215138888889,337335.49,2,890565.6936,4.685215138888889
Morgan State University,Baltimore,MD,39.34599,-76.58205,2025-09-26,950898.84,5,2510372.9376,13.206928333333334,950898.84,5,2510372.9376,13.206928333333334
Mozilla Foundation,San Francisco,CA,37.78696,-122.39956,2025-09-26,1042345.71,1,2751792.6744,14.47702375,1042345.71,1,2751792.6744,14.47702375
MyVillage Project Inc.,Jacksonville,FL,30.32717,-81.65676,2025-09-26,675249.1816283925,1,1782657.8394989565,9.378460855949896,675249.1816283925,1,1782657.8394989565,9.378460855949896
National Academy of Sciences,Washington,DC,38.89305,-77.04794,2025-09-26,1665223.4367153286,5,4396189.872928468,23.1281032877129,1665223.4367153286,5,4396189.872928468,23.1281032877129
National Bureau of Economic Research Inc.,Cambridge,MA,42.36979,-71.11296,2025-09-26,54841.98058091288,3,144782.82873361002,0.7616941747349012,54841.98058091288,3,144782.82873361002,0.7616941747349012
National Opinion Research Center,Chicago,IL,41.78587,-87.59754,2025-09-26,1155372.6,2,3050183.6640000003,16.04684166666667,1155372.6,2,3050183.6640000003,16.04684166666667
National Postdoctoral Association,North Potomac,MD,39.0756,-77.26921,2025-09-26,13519.059999999998,1,35690.3184,0.1877647222222222,13519.059999999998,1,35690.3184,0.1877647222222222
Nevada State University,Henderson,NV,35.983,-114.93871,2025-09-26,141952.68000000005,1,374755.07520000014,1.971565000000001,141952.68000000005,1,374755.07520000014,1.971565000000001
New Jersey Institute of Technology,Newark,NJ,40.74292,-74.17624,2025-09-26,78531.85,2,207324.08400000003,1.090720138888889,78531.85,2,207324.08400000003,1.090720138888889
New Mexico Highlands University,Las Vegas,NM,35.58997,-105.23321,2025-09-26,347485.41000000003,1,917361.4824000001,4.826186250000001,347485.41000000003,1,917361.4824000001,4.826186250000001
New Mexico State University Las Cruces,Las Cruces,NM,32.27904,-106.7557,2025-09-26,3152396.5,5,8322326.760000001,43.78328472222223,3152396.5,5,8322326.760000001,43.78328472222223
New York Hall of Science,Corona,NY,40.75257,-73.85476,2025-09-26,2908592.2727272725,1,7678683.6,40.3971148989899,2908592.2727272725,1,7678683.6,40.3971148989899
